"mutasi_id","pegawai_id","instansi_asal_id","instansi_tujuan_id","tanggal_mutasi","jenis_mutasi"
3268,12495,23,24,2017-05-08,Rotasi
3269,12496,21,26,2004-06-18,Rotasi
3270,12496,31,26,2007-10-04,Rotasi
3271,12496,5,26,2011-03-21,Rotasi
3272,12497,27,43,2027-10-21,Rotasi
3273,12502,42,38,2016-08-09,Alih Tugas
3274,12502,46,38,2019-09-01,Promosi
3275,12503,20,8,2009-06-23,Promosi
3276,12503,26,8,2012-01-04,Rotasi
3277,12505,31,21,2018-11-12,Alih Tugas
3278,12505,20,21,2024-04-14,Alih Tugas
3279,12509,41,27,2012-07-07,Rotasi
3280,12509,6,27,2017-05-14,Alih Tugas
3281,12511,15,37,2019-09-06,Promosi
3282,12511,41,37,2022-02-11,Alih Tugas
3283,12521,32,26,2014-08-18,Rotasi
3284,12521,6,26,2020-09-20,Promosi
3285,12523,12,21,2027-08-20,Rotasi
3286,12526,26,13,2025-01-18,Alih Tugas
3287,12530,18,47,1997-04-10,Alih Tugas
3288,12530,14,47,2001-08-19,Promosi
3289,12530,24,47,2006-07-23,Rotasi
3290,12533,15,20,2003-11-17,Rotasi
3291,12539,39,14,2024-05-28,Rotasi
3292,12540,47,38,2022-06-24,Rotasi
3293,12545,25,4,2016-11-07,Alih Tugas
3294,12547,25,20,2024-09-19,Promosi
3295,12548,44,36,2011-04-16,Alih Tugas
3296,12553,12,33,2008-04-10,Promosi
3297,12553,8,33,2014-03-25,Rotasi
3298,12553,31,33,2017-02-11,Promosi
3299,12559,7,25,2028-07-28,Promosi
3300,12563,28,27,2000-08-05,Promosi
3301,12563,1,27,2004-12-17,Alih Tugas
3302,12563,46,27,2010-09-20,Promosi
3303,12566,30,23,2010-01-01,Rotasi
3304,12574,19,30,2029-03-02,Alih Tugas
3305,12601,3,24,2017-12-05,Alih Tugas
3306,12604,27,40,2001-05-14,Alih Tugas
3307,12604,4,40,2005-09-14,Rotasi
3308,12604,19,40,2009-07-16,Rotasi
3309,12605,39,31,2019-12-27,Rotasi
3310,12605,16,31,2022-12-07,Promosi
3311,12606,21,35,2021-03-07,Rotasi
3312,12607,31,1,2027-02-16,Alih Tugas
3313,12614,19,13,2013-08-07,Alih Tugas
3314,12622,6,28,2007-05-01,Promosi
3315,12622,33,28,2012-01-06,Rotasi
3316,12623,12,27,2021-05-17,Alih Tugas
3317,12624,4,12,2017-12-22,Alih Tugas
3318,12624,43,12,2022-11-09,Rotasi
3319,12629,7,5,2006-12-24,Alih Tugas
3320,12629,22,5,2010-11-16,Rotasi
3321,12629,34,5,2015-08-23,Rotasi
3322,12664,6,1,2024-10-20,Rotasi
3323,12665,15,38,2015-09-21,Alih Tugas
3324,12665,45,38,2018-07-21,Rotasi
3325,12669,20,21,2005-04-19,Rotasi
3326,12675,13,42,2025-03-12,Rotasi
3327,12680,33,23,2004-11-06,Rotasi
3328,12680,12,23,2009-03-18,Alih Tugas
3329,12681,43,47,2006-12-05,Promosi
3330,12681,23,47,2009-05-17,Rotasi
3331,12681,8,47,2015-06-05,Promosi
3332,12697,47,6,2005-11-12,Rotasi
3333,12697,22,6,2011-06-18,Promosi
3334,12698,12,28,2012-03-01,Alih Tugas
3335,12698,30,28,2016-03-08,Rotasi
3336,12704,36,17,2026-11-23,Rotasi
3337,12715,12,45,2003-05-04,Rotasi
3338,12715,29,45,2007-10-14,Promosi
3339,12732,37,47,2011-12-22,Alih Tugas
3340,12732,27,47,2017-11-22,Promosi
3341,12749,6,3,1995-03-28,Rotasi
3342,12749,45,3,1999-06-19,Alih Tugas
3343,12766,39,35,2024-01-04,Promosi
3344,12777,5,15,2016-01-11,Promosi
3345,12778,4,47,2003-02-26,Rotasi
3346,12778,2,47,2007-02-18,Rotasi
3347,12778,13,47,2010-11-08,Alih Tugas
3348,12783,41,8,1998-02-21,Rotasi
3349,12783,46,8,2004-05-25,Alih Tugas
3350,12785,44,13,2023-08-22,Alih Tugas
3351,12796,21,8,2018-08-10,Promosi
3352,12797,39,32,2004-08-18,Rotasi
3353,12797,33,32,2008-08-21,Rotasi
3354,12801,30,20,2011-02-15,Alih Tugas
3355,12803,26,8,2029-07-14,Rotasi
3356,12804,36,14,2016-04-11,Rotasi
3357,12805,37,25,2016-02-06,Rotasi
3358,12805,16,25,2019-11-08,Rotasi
3359,12806,45,13,2027-06-11,Promosi
3360,12810,35,22,2028-06-03,Rotasi
3361,12818,12,21,2005-11-01,Rotasi
3362,12818,29,21,2011-11-05,Rotasi
3363,12828,29,30,2002-11-22,Alih Tugas
3364,12832,10,24,2028-03-20,Promosi
3365,12838,26,16,2018-06-14,Alih Tugas
3366,12839,14,44,2001-01-03,Rotasi
3367,12839,28,44,2006-08-13,Rotasi
3368,12840,5,38,2025-01-28,Rotasi
3369,12841,36,43,2027-08-01,Promosi
3370,12848,28,23,2023-06-13,Promosi
3371,12859,7,24,2006-11-23,Rotasi
3372,12859,27,24,2011-12-13,Promosi
3373,12861,37,4,1991-06-08,Rotasi
3374,12867,9,1,2014-01-16,Promosi
3375,12867,10,1,2019-08-02,Alih Tugas
3376,12872,46,25,2021-09-15,Rotasi
3377,12878,34,30,2024-05-26,Rotasi
3378,12883,1,45,2000-08-12,Rotasi
3379,12883,18,45,2004-05-03,Alih Tugas
3380,12896,23,38,2007-10-04,Rotasi
3381,12911,8,20,2012-04-06,Rotasi
3382,12918,41,23,1997-11-07,Rotasi
3383,12918,45,23,2002-04-18,Alih Tugas
3384,12919,10,29,2009-08-06,Alih Tugas
3385,12919,35,29,2013-05-14,Rotasi
3386,12919,42,29,2019-11-28,Rotasi
3387,12920,24,12,2022-02-07,Promosi
3388,12921,37,40,2017-11-15,Rotasi
3389,12922,43,38,2024-03-04,Alih Tugas
3390,12927,42,6,1996-10-24,Rotasi
3391,12927,11,6,2000-01-20,Rotasi
3392,12939,26,31,2009-09-03,Rotasi
3393,12939,6,31,2015-08-14,Rotasi
3394,12939,20,31,2020-06-07,Alih Tugas
3395,12941,20,24,2026-01-21,Rotasi
3396,12944,19,30,2006-12-20,Promosi
3397,12944,37,30,2012-09-01,Rotasi
3398,12944,32,30,2017-01-23,Rotasi
3399,12946,19,24,2022-02-02,Rotasi
3400,12952,11,19,2008-05-17,Rotasi
3401,12952,8,19,2013-12-13,Alih Tugas
3402,12952,22,19,2017-03-13,Rotasi
3403,12953,4,24,2005-04-24,Alih Tugas
3404,12953,4,24,2008-01-02,Promosi
3405,12953,2,24,2012-08-22,Rotasi
3406,12955,17,34,2015-10-24,Rotasi
3407,12955,45,34,2019-02-18,Alih Tugas
3408,12959,40,25,2003-06-16,Promosi
3409,12959,8,25,2007-10-23,Promosi
3410,12963,36,44,2024-04-11,Rotasi
3411,12981,46,7,2012-09-06,Rotasi
3412,13003,35,22,2011-11-08,Rotasi
3413,13008,3,7,2017-12-13,Promosi
3414,13008,26,7,2022-02-12,Promosi
3415,13009,39,15,2026-05-27,Promosi
3416,13011,21,32,2027-05-21,Promosi
3417,13023,39,33,2024-08-03,Promosi
3418,13026,38,24,2023-03-12,Rotasi
3419,13032,22,7,2024-08-14,Rotasi
3420,13036,29,14,2013-06-28,Promosi
3421,13036,18,14,2019-02-15,Promosi
3422,13040,39,30,2005-08-03,Rotasi
3423,13040,20,30,2009-10-12,Rotasi
3424,13044,12,33,2004-11-03,Promosi
3425,13050,21,30,2007-01-26,Alih Tugas
3426,13052,2,43,2019-10-15,Rotasi
3427,13052,15,43,2023-05-15,Rotasi
3428,13054,21,29,2015-08-27,Rotasi
3429,13062,19,2,2026-06-22,Promosi
3430,13069,32,25,2007-05-01,Rotasi
3431,13069,30,25,2010-08-26,Alih Tugas
3432,13069,42,25,2016-02-12,Promosi
3433,13077,38,27,2026-05-14,Rotasi
3434,13081,12,2,2027-08-02,Promosi
3435,13091,5,23,2026-08-02,Rotasi
3436,13095,8,29,2019-07-07,Rotasi
3437,13103,20,3,2025-11-07,Rotasi
3438,13105,27,2,2017-12-06,Rotasi
3439,13105,28,2,2020-07-17,Rotasi
3440,13106,14,36,2013-06-01,Rotasi
3441,13110,10,33,2001-01-24,Rotasi
3442,13125,30,37,2011-07-01,Alih Tugas
3443,13127,12,20,2008-09-19,Rotasi
3444,13127,10,20,2013-06-18,Rotasi
3445,13127,42,20,2019-10-04,Rotasi
3446,13128,34,32,2010-07-03,Rotasi
3447,13132,45,1,2005-02-03,Rotasi
3448,13132,13,1,2008-09-08,Rotasi
3449,13136,36,12,2009-07-02,Promosi
3450,13136,27,12,2013-10-20,Rotasi
3451,13136,25,12,2017-10-12,Rotasi
3452,13137,14,7,2018-09-22,Rotasi
3453,13143,41,19,1995-03-24,Alih Tugas
3454,13143,36,19,2000-10-24,Rotasi
3455,13144,19,41,2026-01-27,Alih Tugas
3456,13146,25,42,2020-01-14,Rotasi
3457,13147,46,16,1995-07-07,Rotasi
3458,13153,41,3,2008-04-22,Promosi
3459,13153,18,3,2011-08-03,Rotasi
3460,13155,27,12,2008-03-25,Rotasi
3461,13160,27,16,2013-11-27,Rotasi
3462,13160,28,16,2018-04-06,Rotasi
3463,13167,35,27,2008-08-02,Rotasi
3464,13167,24,27,2012-01-21,Alih Tugas
3465,13167,3,27,2016-09-10,Alih Tugas
3466,13168,9,45,2028-10-15,Alih Tugas
3467,13178,4,33,2025-09-02,Promosi
3468,13180,5,36,2004-02-26,Rotasi
3469,13180,21,36,2009-03-18,Rotasi
3470,13182,24,42,2005-08-07,Rotasi
3471,13182,37,42,2009-12-01,Rotasi
3472,13182,26,42,2013-03-16,Rotasi
3473,13191,43,15,2004-11-06,Promosi
3474,13191,2,15,2009-10-24,Promosi
3475,13193,31,43,2009-09-19,Promosi
3476,13193,8,43,2012-08-11,Promosi
3477,13199,44,12,1996-09-16,Rotasi
3478,13199,24,12,1999-02-14,Rotasi
3479,13199,32,12,2002-03-13,Alih Tugas
3480,13202,36,28,2027-09-02,Rotasi
3481,13203,11,34,1997-07-17,Rotasi
3482,13203,20,34,2001-02-01,Promosi
3483,13203,40,34,2005-08-19,Promosi
3484,13205,13,7,2009-09-26,Rotasi
3485,13206,6,23,2010-03-06,Rotasi
3486,13208,28,12,2014-12-14,Promosi
3487,13219,11,46,2027-02-10,Rotasi
3488,13226,10,31,2001-07-01,Promosi
3489,13226,28,31,2005-01-01,Promosi
3490,13246,16,30,2006-02-23,Alih Tugas
3491,13246,22,30,2009-02-08,Rotasi
3492,13248,20,10,2029-10-17,Rotasi
3493,13256,9,26,1995-01-01,Rotasi
3494,13256,19,26,2000-06-18,Promosi
3495,13260,31,47,2010-12-02,Rotasi
3496,13282,17,44,2000-04-07,Alih Tugas
3497,13282,45,44,2004-10-07,Rotasi
3498,13282,16,44,2010-03-03,Rotasi
3499,13291,13,4,2012-03-14,Rotasi
3500,13292,6,1,2003-07-05,Rotasi
3501,13292,4,1,2009-11-23,Rotasi
3502,13300,35,36,2023-12-01,Alih Tugas
3503,13304,1,20,2026-08-27,Rotasi
3504,13314,25,3,2024-03-20,Rotasi
3505,13319,26,7,2019-08-08,Promosi
3506,13323,38,34,1992-09-22,Alih Tugas
3507,13341,47,20,2027-05-27,Alih Tugas
3508,13345,25,7,2010-09-27,Rotasi
3509,13345,28,7,2014-12-23,Rotasi
3510,13349,8,5,2025-08-24,Rotasi
3511,13364,40,15,2000-12-03,Rotasi
3512,13364,43,15,2006-11-24,Rotasi
3513,13366,22,6,2005-06-06,Rotasi
3514,13366,33,6,2008-12-04,Rotasi
3515,13369,41,2,2028-08-03,Promosi
3516,13370,6,39,2026-06-07,Rotasi
3517,13378,37,13,1997-06-08,Rotasi
3518,13378,6,13,2002-10-06,Rotasi
3519,13378,28,13,2008-09-08,Rotasi
3520,13390,34,6,2010-10-03,Rotasi
3521,13406,32,13,2023-11-15,Rotasi
3522,13411,21,28,2015-02-27,Promosi
3523,13411,27,28,2021-06-23,Rotasi
3524,13413,5,32,2009-07-12,Promosi
3525,13413,7,32,2015-11-26,Promosi
3526,13415,47,7,2022-03-24,Rotasi
3527,13416,38,13,2018-10-18,Alih Tugas
3528,13416,6,13,2021-08-06,Rotasi
3529,13421,21,41,2013-12-08,Rotasi
3530,13421,28,41,2017-03-20,Rotasi
3531,13427,12,7,2026-06-24,Alih Tugas
3532,13431,24,5,1997-05-19,Rotasi
3533,13432,47,18,2006-06-23,Rotasi
3534,13432,5,18,2009-11-09,Rotasi
3535,13432,22,18,2012-03-19,Rotasi
3536,13438,23,20,2005-10-24,Rotasi
3537,13438,24,20,2009-10-12,Promosi
3538,13448,44,43,2018-01-01,Rotasi
3539,13448,24,43,2023-12-15,Rotasi
3540,13458,22,28,2018-07-06,Rotasi
3541,13458,15,28,2024-04-07,Rotasi
3542,13464,21,35,1990-12-11,Rotasi
3543,13465,24,1,2006-08-27,Rotasi
3544,13465,28,1,2011-09-04,Promosi
3545,13472,20,11,2018-03-20,Alih Tugas
3546,13474,38,46,2016-02-23,Rotasi
3547,13474,42,46,2022-03-08,Rotasi
3548,13488,4,33,2028-05-24,Promosi
3549,13497,28,40,2003-04-12,Promosi
3550,13497,47,40,2006-08-26,Alih Tugas
3551,13497,12,40,2009-07-08,Rotasi
3552,13499,34,4,2026-08-02,Alih Tugas
3553,13504,30,38,1995-08-24,Rotasi
3554,13504,29,38,1998-05-02,Promosi
3555,13514,34,19,2023-08-13,Rotasi
3556,13526,9,22,2016-11-04,Rotasi
3557,13526,34,22,2019-08-03,Rotasi
3558,13527,9,30,1997-11-03,Rotasi
3559,13527,35,30,2000-08-01,Rotasi
3560,13533,43,40,2015-03-11,Alih Tugas
3561,13544,28,3,2026-11-12,Promosi
3562,13546,2,45,2023-06-20,Promosi
3563,13550,17,16,2019-03-28,Rotasi
3564,13557,17,2,2015-06-10,Rotasi
3565,13566,5,1,2000-12-16,Alih Tugas
3566,13569,25,46,2022-06-21,Rotasi
3567,13572,8,15,2012-08-19,Promosi
3568,13575,42,18,2029-06-23,Rotasi
3569,13580,27,21,2024-09-04,Promosi
3570,13581,24,3,2018-09-04,Promosi
3571,13611,24,13,2007-04-06,Rotasi
3572,13611,40,13,2011-07-06,Alih Tugas
3573,13611,32,13,2016-05-20,Rotasi
3574,13612,30,14,2009-09-05,Rotasi
3575,13612,22,14,2015-07-20,Rotasi
3576,13612,23,14,2021-12-16,Alih Tugas
3577,13620,18,42,2007-06-20,Promosi
3578,13620,27,42,2012-02-09,Alih Tugas
3579,13620,22,42,2017-01-27,Alih Tugas
3580,13623,23,16,2011-05-26,Rotasi
3581,13635,8,35,2011-10-13,Promosi
3582,13636,42,37,2010-08-22,Rotasi
3583,13636,30,37,2015-05-02,Rotasi
3584,13639,46,4,2023-12-10,Rotasi
3585,13641,13,19,2028-09-25,Rotasi
3586,13645,32,42,1998-06-14,Rotasi
3587,13645,33,42,2002-01-02,Promosi
3588,13645,6,42,2006-02-25,Alih Tugas
3589,13663,46,2,2010-03-02,Rotasi
3590,13664,7,23,2006-01-15,Promosi
3591,13664,3,23,2009-07-25,Alih Tugas
3592,13664,27,23,2012-03-26,Rotasi
3593,13666,32,13,2006-11-15,Rotasi
3594,13666,27,13,2009-08-13,Rotasi
3595,13666,39,13,2012-05-01,Rotasi
3596,13671,33,37,2028-10-28,Rotasi
3597,13684,45,24,2020-05-14,Rotasi
3598,13697,25,5,1991-12-10,Rotasi
3599,13697,14,5,1997-08-19,Rotasi
3600,13697,33,5,2003-12-13,Rotasi
3601,13698,39,27,2014-04-27,Promosi
3602,13708,26,20,2025-05-20,Promosi
3603,13709,29,23,2008-05-24,Promosi
3604,13709,45,23,2012-12-12,Rotasi
3605,13709,19,23,2016-05-07,Rotasi
3606,13715,25,32,2009-11-03,Promosi
3607,13724,44,12,2027-10-16,Promosi
3608,13741,17,25,2008-04-13,Promosi
3609,13741,42,25,2011-01-07,Rotasi
3610,13741,43,25,2014-03-02,Rotasi
3611,13755,6,4,2016-02-11,Alih Tugas
3612,13761,2,6,2003-04-01,Alih Tugas
3613,13761,42,6,2006-10-11,Rotasi
3614,13761,17,6,2012-06-21,Rotasi
3615,13765,45,24,2028-04-15,Promosi
3616,13771,2,18,2008-07-28,Rotasi
3617,13771,34,18,2013-06-17,Alih Tugas
3618,13772,33,39,2022-03-23,Rotasi
3619,13800,30,19,2000-09-21,Promosi
3620,13800,44,19,2003-10-08,Rotasi
3621,13809,46,32,2021-05-06,Promosi
3622,13812,10,39,2027-03-16,Rotasi
3623,13820,24,3,1995-10-24,Rotasi
3624,13823,28,13,2011-03-03,Alih Tugas
3625,13823,6,13,2017-07-07,Promosi
3626,13825,22,16,2022-03-28,Rotasi
3627,13826,37,46,2016-07-08,Rotasi
3628,13829,1,33,2006-12-23,Rotasi
3629,13837,31,39,2005-04-17,Rotasi
3630,13837,29,39,2008-09-17,Rotasi
3631,13837,47,39,2012-03-27,Rotasi
3632,13844,8,20,2027-05-12,Rotasi
3633,13845,35,30,2028-07-27,Rotasi
3634,13848,46,7,2012-07-17,Promosi
3635,13849,44,8,2027-11-26,Alih Tugas
3636,13856,40,44,2008-10-21,Promosi
3637,13856,28,44,2012-01-21,Rotasi
3638,13860,33,9,2015-05-08,Rotasi
3639,13862,33,13,2027-01-12,Promosi
3640,13865,40,11,2009-10-24,Promosi
3641,13865,32,11,2012-12-05,Rotasi
3642,13867,47,43,2027-10-02,Rotasi
3643,13873,39,32,2003-10-21,Rotasi
3644,13885,1,4,2027-08-11,Rotasi
3645,13892,46,13,2012-04-09,Alih Tugas
3646,13892,33,13,2015-03-22,Alih Tugas
3647,13897,38,21,2016-02-02,Rotasi
3648,13897,24,21,2020-02-16,Rotasi
3649,13906,1,36,2014-09-26,Promosi
3650,13925,15,11,2028-02-13,Rotasi
3651,13931,19,45,2025-11-22,Rotasi
3652,13933,21,44,2003-04-26,Rotasi
3653,13934,14,34,2023-03-19,Rotasi
3654,13942,30,7,2022-08-12,Rotasi
3655,13952,3,5,2006-02-04,Alih Tugas
3656,13952,46,5,2011-02-26,Rotasi
3657,13953,28,36,2026-03-02,Promosi
3658,13954,28,4,2028-03-03,Alih Tugas
3659,13956,5,46,2008-12-16,Promosi
3660,13962,31,27,2001-02-17,Rotasi
3661,13962,25,27,2007-09-09,Rotasi
3662,13975,26,44,2019-08-26,Rotasi
3663,13975,7,44,2024-10-20,Promosi
3664,13976,11,12,2016-08-20,Rotasi
3665,13986,22,25,2018-02-06,Promosi
3666,14003,34,43,2008-01-23,Rotasi
3667,14003,16,43,2014-08-15,Rotasi
3668,14003,4,43,2019-05-27,Rotasi
3669,14004,40,3,2009-05-03,Promosi
3670,14012,32,28,2016-08-11,Rotasi
3671,14017,35,11,2015-04-20,Rotasi
3672,14017,37,11,2018-02-03,Alih Tugas
3673,14022,7,6,1999-02-07,Rotasi
3674,14030,44,2,2014-07-07,Rotasi
3675,14030,21,2,2017-05-15,Rotasi
3676,14043,23,26,2029-10-09,Rotasi
3677,14049,7,24,2025-11-04,Rotasi
3678,14050,37,18,2014-01-26,Rotasi
3679,14050,41,18,2017-07-22,Rotasi
3680,14052,20,46,2024-06-05,Alih Tugas
3681,14054,12,43,2012-05-01,Alih Tugas
3682,14057,1,44,2024-07-21,Promosi
3683,14060,3,29,2021-12-25,Rotasi
3684,14082,37,4,1989-09-09,Rotasi
3685,14082,35,4,1995-03-04,Rotasi
3686,14082,3,4,2001-07-19,Rotasi
3687,14084,1,32,2015-01-10,Promosi
3688,14089,26,36,2016-12-01,Alih Tugas
3689,14089,11,36,2022-09-21,Rotasi
3690,14106,26,13,2027-02-26,Alih Tugas
3691,14112,27,10,2017-03-21,Rotasi
3692,14112,3,10,2020-02-22,Promosi
3693,14116,26,35,2015-03-02,Rotasi
3694,14120,29,44,1997-06-24,Alih Tugas
3695,14135,35,34,2025-12-11,Alih Tugas
3696,14143,20,28,1999-12-22,Promosi
3697,14148,8,43,2029-10-02,Rotasi
3698,14151,11,12,2003-06-22,Rotasi
3699,14152,21,37,2018-10-05,Rotasi
3700,14164,21,6,1998-12-19,Rotasi
3701,14164,11,6,2001-06-04,Rotasi
3702,14164,21,6,2006-10-02,Rotasi
3703,14176,35,19,2015-01-19,Alih Tugas
3704,14176,30,19,2021-05-10,Rotasi
3705,14185,31,39,2019-10-22,Rotasi
3706,14185,6,39,2025-11-01,Alih Tugas
3707,14187,6,39,2010-04-17,Promosi
3708,14187,23,39,2014-11-16,Rotasi
3709,14200,43,41,2009-10-27,Rotasi
3710,14201,42,7,2019-05-14,Rotasi
3711,14202,41,3,2019-06-22,Promosi
3712,14202,43,3,2025-09-08,Rotasi
3713,14203,26,39,2001-01-14,Rotasi
3714,14203,44,39,2006-05-22,Rotasi
3715,14203,16,39,2012-06-07,Rotasi
3716,14204,31,24,1997-10-18,Rotasi
3717,14204,35,24,2003-03-21,Rotasi
3718,14206,5,9,2009-03-17,Alih Tugas
3719,14206,4,9,2013-10-04,Rotasi
3720,14206,12,9,2016-07-10,Alih Tugas
3721,14210,34,42,2005-11-22,Alih Tugas
3722,14210,21,42,2011-05-06,Promosi
3723,14210,35,42,2014-11-27,Promosi
3724,14218,47,2,2023-02-20,Promosi
3725,14227,3,14,1996-08-10,Alih Tugas
3726,14227,7,14,2002-08-22,Alih Tugas
3727,14227,32,14,2006-10-25,Promosi
3728,14235,40,45,2006-05-01,Alih Tugas
3729,14235,39,45,2009-11-20,Promosi
3730,14235,35,45,2013-01-13,Alih Tugas
3731,14236,45,17,2012-05-09,Rotasi
3732,14244,19,37,2017-04-25,Rotasi
3733,14244,33,37,2021-05-13,Alih Tugas
3734,14245,15,29,2009-06-02,Rotasi
3735,14260,30,7,2026-03-15,Promosi
3736,14265,20,5,2029-07-04,Promosi
3737,14266,4,40,2025-07-27,Rotasi
3738,14278,37,1,2021-04-21,Rotasi
3739,14280,32,20,1994-09-05,Rotasi
3740,14280,44,20,1999-06-03,Rotasi
3741,14281,39,4,2016-09-24,Alih Tugas
3742,14281,19,4,2021-05-18,Rotasi
3743,14296,18,28,2016-02-09,Rotasi
3744,14302,37,6,2002-05-09,Rotasi
3745,14306,38,27,2024-06-06,Alih Tugas
3746,14318,47,35,2017-01-25,Rotasi
3747,14318,9,35,2022-10-22,Rotasi
3748,14321,41,21,2025-04-15,Rotasi
3749,14323,8,40,2029-12-03,Rotasi
3750,14337,27,8,2011-07-15,Alih Tugas
3751,14337,31,8,2014-07-18,Rotasi
3752,14343,39,10,2019-07-13,Alih Tugas
3753,14343,14,10,2022-12-26,Promosi
3754,14355,1,17,2006-12-01,Rotasi
3755,14355,7,17,2011-08-26,Rotasi
3756,14355,47,17,2015-08-06,Promosi
3757,14360,1,39,2001-05-01,Rotasi
3758,14360,12,39,2007-01-28,Rotasi
3759,14360,31,39,2013-08-14,Alih Tugas
3760,14367,37,15,2003-05-10,Alih Tugas
3761,14367,16,15,2007-01-12,Alih Tugas
3762,14369,44,20,2028-11-25,Alih Tugas
3763,14371,47,12,2028-07-09,Rotasi
3764,14375,2,20,2026-10-06,Rotasi
3765,14376,24,22,2027-01-28,Alih Tugas
3766,14384,38,17,2026-01-20,Alih Tugas
3767,14400,32,17,2027-04-15,Promosi
3768,14411,25,10,2018-08-23,Rotasi
3769,14415,16,14,2015-09-11,Rotasi
3770,14430,13,33,2022-10-15,Rotasi
3771,14433,41,16,2022-09-11,Rotasi
3772,14438,14,29,2007-12-17,Rotasi
3773,14441,12,1,2021-06-01,Alih Tugas
3774,14446,33,8,2017-05-04,Rotasi
3775,14446,7,8,2021-09-18,Promosi
3776,14447,46,12,2002-09-21,Rotasi
3777,14450,26,44,2017-02-13,Rotasi
3778,14450,47,44,2021-12-23,Rotasi
3779,14452,38,31,2004-04-11,Rotasi
3780,14452,16,31,2007-10-12,Promosi
3781,14461,47,3,2029-08-22,Promosi
3782,14469,32,4,2004-02-04,Promosi
3783,14474,32,13,2009-06-13,Alih Tugas
3784,14474,22,13,2013-12-27,Rotasi
3785,14474,26,13,2019-03-07,Rotasi
3786,14475,21,35,2021-11-01,Rotasi
3787,14478,23,39,2008-02-03,Rotasi
3788,14490,8,24,2007-02-07,Rotasi
3789,14493,5,25,2020-03-18,Alih Tugas
3790,14498,31,13,2008-11-08,Promosi
3791,14498,18,13,2013-01-15,Alih Tugas
3792,14499,16,29,2022-11-09,Rotasi
3793,14534,28,30,2001-03-01,Rotasi
3794,14534,29,30,2005-10-21,Alih Tugas
3795,14534,7,30,2010-08-20,Promosi
3796,14538,47,43,2025-12-04,Rotasi
3797,14546,24,23,2020-04-16,Rotasi
3798,14556,18,25,2001-12-26,Promosi
3799,14574,6,5,2026-01-25,Rotasi
3800,14584,45,3,2022-01-18,Promosi
3801,14593,13,44,2029-05-18,Promosi
3802,14612,21,44,2029-11-27,Alih Tugas
3803,14616,7,29,2029-06-10,Promosi
3804,14617,23,14,1996-03-16,Alih Tugas
3805,14621,45,13,2000-05-14,Rotasi
3806,14621,37,13,2004-07-17,Promosi
3807,14622,42,30,2028-12-22,Rotasi
3808,14624,33,29,2016-01-03,Rotasi
3809,14628,41,13,1989-02-14,Alih Tugas
3810,14633,20,31,2012-07-20,Alih Tugas
3811,14633,37,31,2015-05-05,Alih Tugas
3812,14635,45,33,2018-08-17,Rotasi
3813,14635,37,33,2023-04-25,Rotasi
3814,14644,11,30,2022-02-25,Rotasi
3815,14649,34,15,2006-06-20,Rotasi
3816,14655,5,24,2020-02-01,Alih Tugas
3817,14660,2,12,2028-10-25,Rotasi
3818,14664,47,13,1996-01-08,Promosi
3819,14665,18,27,2004-05-05,Rotasi
3820,14665,46,27,2010-09-01,Promosi
3821,14665,29,27,2015-04-19,Promosi
3822,14666,43,31,2008-06-24,Rotasi
3823,14666,30,31,2012-01-20,Promosi
3824,14666,42,31,2016-10-13,Rotasi
3825,14672,5,10,2015-11-25,Rotasi
3826,14677,16,38,2006-05-14,Rotasi
3827,14677,3,38,2012-05-04,Rotasi
3828,14683,33,45,2022-12-01,Rotasi
3829,14686,13,45,1990-06-09,Alih Tugas
3830,14686,4,45,1993-02-07,Rotasi
3831,14697,11,36,2016-09-14,Rotasi
3832,14708,1,29,2023-11-11,Rotasi
3833,14711,4,18,2013-10-21,Alih Tugas
3834,14711,35,18,2017-02-14,Rotasi
3835,14714,32,30,2010-06-18,Rotasi
3836,14714,41,30,2013-07-25,Alih Tugas
3837,14727,45,37,2000-11-14,Alih Tugas
3838,14727,22,37,2004-03-07,Rotasi
3839,14727,46,37,2008-06-14,Alih Tugas
3840,14731,24,34,2025-06-27,Rotasi
3841,14732,11,31,2011-01-15,Rotasi
3842,14732,18,31,2015-02-02,Promosi
3843,14733,2,37,2008-01-25,Rotasi
3844,14733,40,37,2014-04-07,Alih Tugas
3845,14733,5,37,2017-08-14,Alih Tugas
3846,14740,6,46,2016-03-22,Rotasi
3847,14740,13,46,2020-09-03,Promosi
3848,14742,46,8,2025-06-21,Rotasi
3849,14754,40,15,2007-05-17,Alih Tugas
3850,14754,5,15,2011-12-14,Rotasi
3851,14754,34,15,2014-01-28,Alih Tugas
3852,14761,23,25,2007-05-10,Alih Tugas
3853,14764,36,47,2010-01-23,Promosi
3854,14764,37,47,2013-02-21,Rotasi
3855,14772,41,16,2027-03-27,Rotasi
3856,14775,8,41,2026-10-03,Rotasi
3857,14776,44,46,2011-03-09,Promosi
3858,14804,33,45,2003-06-17,Promosi
3859,14806,47,1,2028-09-08,Alih Tugas
3860,14820,9,14,2019-10-26,Promosi
3861,14820,32,14,2023-12-08,Rotasi
3862,14822,31,35,2029-01-21,Alih Tugas
3863,14824,21,19,2000-12-07,Rotasi
3864,14824,29,19,2003-09-08,Promosi
3865,14824,45,19,2006-05-16,Promosi
3866,14826,30,11,2003-11-10,Promosi
3867,14826,7,11,2009-04-28,Rotasi
3868,14828,42,18,2015-06-01,Rotasi
