"cuti_id","pegawai_id","jenis_cuti","tanggal_mulai","tanggal_selesai","status"
51625,12682,Cuti Tahunan,2023-02-03,2023-02-07,Disetujui
51626,12683,Cuti Sakit,2022-06-09,2022-06-10,Disetujui
51627,12683,Cuti Sakit,2023-07-02,2023-07-09,Disetujui
51628,12683,Cuti Melahirkan,2024-07-04,2024-10-02,Disetujui
51629,12683,Cuti Sakit,2026-12-09,2026-12-13,Disetujui
51630,12683,Cuti Tahunan,2026-06-22,2026-06-25,Disetujui
51631,12684,Cuti Alasan Penting,2023-05-11,2023-05-15,Disetujui
51632,12684,Cuti Sakit,2024-05-06,2024-05-09,Disetujui
51633,12684,Cuti Tahunan,2026-12-12,2026-12-23,Disetujui
51634,12685,Cuti Melahirkan,2022-11-12,2023-02-10,Menunggu
51635,12685,Cuti Melahirkan,2023-07-05,2023-10-03,Disetujui
51636,12685,Cuti Tahunan,2025-10-20,2025-10-25,Menunggu
51637,12686,Cuti Tahunan,2022-07-02,2022-07-05,Disetujui
51638,12686,Cuti Tahunan,2023-09-19,2023-09-28,Disetujui
51639,12686,Cuti Alasan Penting,2024-03-02,2024-03-04,Disetujui
51640,12686,Cuti Tahunan,2025-11-12,2025-11-17,Disetujui
51641,12686,Cuti Tahunan,2026-05-05,2026-05-14,Menunggu
51642,12687,Cuti Besar,2022-02-12,2022-03-06,Disetujui
51643,12687,Cuti Tahunan,2024-03-03,2024-03-09,Disetujui
51644,12687,Cuti Sakit,2025-01-05,2025-01-09,Menunggu
51645,12687,Cuti Tahunan,2026-11-12,2026-11-19,Disetujui
51646,12687,Cuti Sakit,2026-03-09,2026-03-14,Disetujui
51647,12688,Cuti Tahunan,2026-03-03,2026-03-15,Disetujui
51648,12689,Cuti Alasan Penting,2026-07-13,2026-07-18,Disetujui
51649,12691,Cuti Tahunan,2024-10-21,2024-11-02,Disetujui
51650,12691,Cuti Besar,2025-08-14,2025-09-04,Menunggu
51651,12691,Cuti Alasan Penting,2026-11-03,2026-11-08,Disetujui
51652,12691,Cuti Tahunan,2026-05-16,2026-05-22,Menunggu
51653,12692,Cuti Tahunan,2022-06-04,2022-06-12,Disetujui
51654,12692,Cuti Sakit,2022-08-24,2022-08-29,Disetujui
51655,12692,Cuti Sakit,2023-05-15,2023-05-17,Disetujui
51656,12692,Cuti Sakit,2026-11-21,2026-11-24,Disetujui
51657,12692,Cuti Besar,2026-03-16,2026-04-07,Menunggu
51658,12693,Cuti Tahunan,2023-12-22,2023-12-31,Disetujui
51659,12693,Cuti Tahunan,2025-08-21,2025-08-31,Ditolak
51660,12693,Cuti Sakit,2026-07-01,2026-07-08,Disetujui
51661,12694,Cuti Sakit,2022-01-19,2022-01-20,Disetujui
51662,12694,Cuti Besar,2022-10-16,2022-11-13,Disetujui
51663,12694,Cuti Tahunan,2023-05-08,2023-05-14,Disetujui
51664,12694,Cuti Besar,2024-08-23,2024-09-20,Disetujui
51665,12694,Cuti Tahunan,2024-09-15,2024-09-22,Disetujui
51666,12694,Cuti Sakit,2026-02-08,2026-02-12,Disetujui
51667,12695,Cuti Sakit,2026-05-02,2026-05-08,Disetujui
51668,12696,Cuti Sakit,2025-01-08,2025-01-11,Disetujui
51669,12697,Cuti Tahunan,2022-01-25,2022-02-06,Disetujui
51670,12697,Cuti Tahunan,2023-09-16,2023-09-27,Disetujui
51671,12697,Cuti Tahunan,2024-02-25,2024-03-03,Disetujui
51672,12697,Cuti Alasan Penting,2025-02-19,2025-02-23,Menunggu
51673,12697,Cuti Tahunan,2026-12-14,2026-12-25,Menunggu
51674,12698,Cuti Alasan Penting,2022-11-09,2022-11-12,Menunggu
51675,12698,Cuti Tahunan,2023-08-12,2023-08-16,Disetujui
51676,12698,Cuti Tahunan,2024-01-23,2024-01-26,Disetujui
51677,12698,Cuti Alasan Penting,2026-04-18,2026-04-22,Disetujui
51678,12699,Cuti Alasan Penting,2026-02-23,2026-02-25,Disetujui
51679,12700,Cuti Sakit,2022-06-08,2022-06-09,Disetujui
51680,12700,Cuti Sakit,2022-01-10,2022-01-11,Disetujui
51681,12700,Cuti Tahunan,2024-04-13,2024-04-21,Disetujui
51682,12700,Cuti Alasan Penting,2025-05-17,2025-05-19,Disetujui
51683,12700,Cuti Tahunan,2026-08-10,2026-08-18,Menunggu
51684,12701,Cuti Sakit,2022-03-07,2022-03-13,Disetujui
51685,12701,Cuti Tahunan,2023-02-09,2023-02-14,Disetujui
51686,12701,Cuti Besar,2023-04-10,2023-05-08,Disetujui
51687,12701,Cuti Tahunan,2024-10-21,2024-11-01,Disetujui
51688,12701,Cuti Tahunan,2025-02-21,2025-03-03,Disetujui
51689,12702,Cuti Tahunan,2022-02-01,2022-02-08,Ditolak
51690,12702,Cuti Alasan Penting,2023-07-04,2023-07-09,Menunggu
51691,12702,Cuti Besar,2023-04-15,2023-05-10,Disetujui
51692,12702,Cuti Tahunan,2024-10-01,2024-10-13,Disetujui
51693,12702,Cuti Tahunan,2024-11-11,2024-11-15,Disetujui
51694,12702,Cuti Tahunan,2026-08-01,2026-08-07,Disetujui
51695,12703,Cuti Sakit,2024-05-13,2024-05-15,Disetujui
51696,12703,Cuti Tahunan,2024-08-15,2024-08-25,Disetujui
51697,12703,Cuti Alasan Penting,2026-07-22,2026-07-27,Disetujui
51698,12704,Cuti Tahunan,2023-12-21,2023-12-25,Disetujui
51699,12704,Cuti Tahunan,2024-07-12,2024-07-24,Disetujui
51700,12704,Cuti Sakit,2024-10-22,2024-10-24,Disetujui
51701,12704,Cuti Tahunan,2025-04-06,2025-04-14,Menunggu
51702,12704,Cuti Tahunan,2025-06-18,2025-06-22,Disetujui
51703,12704,Cuti Besar,2026-03-07,2026-03-30,Ditolak
51704,12705,Cuti Tahunan,2022-09-21,2022-09-29,Disetujui
51705,12705,Cuti Tahunan,2023-12-15,2023-12-27,Disetujui
51706,12705,Cuti Besar,2024-12-03,2024-12-31,Ditolak
51707,12705,Cuti Tahunan,2026-12-14,2026-12-26,Disetujui
51708,12705,Cuti Tahunan,2026-11-19,2026-11-21,Disetujui
51709,12706,Cuti Sakit,2023-12-01,2023-12-02,Disetujui
51710,12706,Cuti Tahunan,2023-02-01,2023-02-11,Disetujui
51711,12706,Cuti Tahunan,2024-12-18,2024-12-21,Disetujui
51712,12706,Cuti Tahunan,2025-01-23,2025-01-28,Menunggu
51713,12706,Cuti Tahunan,2025-08-06,2025-08-13,Disetujui
51714,12706,Cuti Besar,2026-07-24,2026-08-19,Disetujui
51715,12707,Cuti Sakit,2023-02-11,2023-02-14,Disetujui
51716,12707,Cuti Tahunan,2024-07-21,2024-07-30,Disetujui
51717,12707,Cuti Tahunan,2025-10-14,2025-10-26,Disetujui
51718,12707,Cuti Tahunan,2026-06-14,2026-06-23,Disetujui
51719,12708,Cuti Tahunan,2022-11-14,2022-11-21,Ditolak
51720,12708,Cuti Sakit,2022-02-03,2022-02-07,Disetujui
51721,12708,Cuti Tahunan,2023-02-17,2023-02-23,Disetujui
51722,12708,Cuti Tahunan,2024-11-05,2024-11-09,Menunggu
51723,12708,Cuti Tahunan,2025-05-25,2025-05-29,Disetujui
51724,12708,Cuti Sakit,2026-08-23,2026-08-29,Disetujui
51725,12709,Cuti Sakit,2023-08-03,2023-08-10,Disetujui
51726,12709,Cuti Sakit,2023-10-04,2023-10-08,Disetujui
51727,12709,Cuti Tahunan,2025-01-10,2025-01-14,Disetujui
51728,12709,Cuti Sakit,2026-10-12,2026-10-15,Disetujui
51729,12710,Cuti Sakit,2025-09-14,2025-09-18,Disetujui
51730,12710,Cuti Tahunan,2026-01-13,2026-01-17,Disetujui
51731,12711,Cuti Tahunan,2022-12-07,2022-12-17,Menunggu
51732,12712,Cuti Tahunan,2023-11-08,2023-11-10,Disetujui
51733,12712,Cuti Tahunan,2024-09-02,2024-09-05,Menunggu
51734,12713,Cuti Sakit,2024-03-16,2024-03-22,Disetujui
51735,12713,Cuti Tahunan,2024-07-20,2024-07-30,Disetujui
51736,12713,Cuti Tahunan,2025-12-19,2025-12-30,Disetujui
51737,12713,Cuti Alasan Penting,2026-11-18,2026-11-20,Disetujui
51738,12714,Cuti Besar,2022-03-24,2022-04-18,Disetujui
51739,12714,Cuti Besar,2022-03-24,2022-04-14,Disetujui
51740,12714,Cuti Sakit,2024-04-11,2024-04-13,Disetujui
51741,12714,Cuti Sakit,2025-06-02,2025-06-04,Disetujui
51742,12714,Cuti Besar,2026-12-22,2027-01-20,Disetujui
51743,12715,Cuti Sakit,2022-11-14,2022-11-21,Disetujui
51744,12715,Cuti Alasan Penting,2023-06-16,2023-06-20,Disetujui
51745,12715,Cuti Alasan Penting,2023-06-02,2023-06-05,Disetujui
51746,12715,Cuti Sakit,2024-10-12,2024-10-16,Menunggu
51747,12715,Cuti Alasan Penting,2025-01-25,2025-01-27,Disetujui
51748,12715,Cuti Tahunan,2026-10-21,2026-10-24,Disetujui
51749,12716,Cuti Tahunan,2022-05-17,2022-05-26,Menunggu
51750,12716,Cuti Besar,2022-07-06,2022-08-05,Disetujui
51751,12716,Cuti Tahunan,2023-09-05,2023-09-09,Disetujui
51752,12716,Cuti Sakit,2023-02-19,2023-02-26,Disetujui
51753,12716,Cuti Alasan Penting,2024-10-07,2024-10-12,Menunggu
51754,12716,Cuti Tahunan,2025-01-07,2025-01-18,Disetujui
51755,12716,Cuti Sakit,2026-06-15,2026-06-17,Disetujui
51756,12717,Cuti Tahunan,2024-06-05,2024-06-11,Disetujui
51757,12717,Cuti Tahunan,2025-12-21,2026-01-01,Disetujui
51758,12717,Cuti Sakit,2026-06-24,2026-06-29,Disetujui
51759,12718,Cuti Sakit,2023-06-15,2023-06-19,Disetujui
51760,12719,Cuti Alasan Penting,2022-01-02,2022-01-07,Disetujui
51761,12719,Cuti Tahunan,2023-06-10,2023-06-16,Disetujui
51762,12719,Cuti Sakit,2024-12-03,2024-12-09,Menunggu
51763,12719,Cuti Tahunan,2025-09-04,2025-09-08,Disetujui
51764,12719,Cuti Tahunan,2026-07-06,2026-07-13,Disetujui
51765,12720,Cuti Besar,2024-02-18,2024-03-09,Disetujui
51766,12720,Cuti Besar,2025-06-25,2025-07-18,Disetujui
51767,12720,Cuti Tahunan,2026-12-18,2026-12-22,Disetujui
51768,12721,Cuti Tahunan,2022-11-15,2022-11-17,Disetujui
51769,12721,Cuti Sakit,2023-12-15,2023-12-21,Ditolak
51770,12721,Cuti Sakit,2024-10-05,2024-10-08,Menunggu
51771,12722,Cuti Sakit,2022-03-19,2022-03-21,Disetujui
51772,12722,Cuti Tahunan,2023-01-03,2023-01-13,Disetujui
51773,12722,Cuti Sakit,2024-04-04,2024-04-06,Disetujui
51774,12722,Cuti Besar,2025-09-09,2025-09-30,Disetujui
51775,12722,Cuti Tahunan,2026-11-22,2026-11-28,Disetujui
51776,12722,Cuti Tahunan,2026-04-09,2026-04-13,Disetujui
51777,12723,Cuti Tahunan,2025-12-06,2025-12-17,Disetujui
51778,12723,Cuti Tahunan,2025-05-25,2025-06-02,Disetujui
51779,12723,Cuti Sakit,2026-04-12,2026-04-13,Disetujui
51780,12724,Cuti Sakit,2022-12-14,2022-12-16,Disetujui
51781,12724,Cuti Besar,2023-06-21,2023-07-14,Disetujui
51782,12724,Cuti Tahunan,2024-11-22,2024-11-28,Disetujui
51783,12724,Cuti Tahunan,2025-10-09,2025-10-11,Disetujui
51784,12725,Cuti Tahunan,2026-04-23,2026-04-26,Disetujui
51785,12726,Cuti Tahunan,2023-11-22,2023-12-03,Menunggu
51786,12726,Cuti Tahunan,2024-07-05,2024-07-12,Ditolak
51787,12726,Cuti Tahunan,2025-11-12,2025-11-15,Disetujui
51788,12726,Cuti Tahunan,2026-09-09,2026-09-20,Disetujui
51789,12727,Cuti Tahunan,2024-12-23,2024-12-25,Disetujui
51790,12727,Cuti Tahunan,2026-03-25,2026-04-05,Menunggu
51791,12728,Cuti Tahunan,2023-11-11,2023-11-15,Disetujui
51792,12728,Cuti Alasan Penting,2023-02-17,2023-02-21,Disetujui
51793,12728,Cuti Besar,2024-02-13,2024-03-10,Disetujui
51794,12728,Cuti Sakit,2024-03-17,2024-03-19,Ditolak
51795,12728,Cuti Tahunan,2025-02-05,2025-02-10,Menunggu
51796,12728,Cuti Tahunan,2026-03-15,2026-03-20,Disetujui
51797,12728,Cuti Tahunan,2026-03-03,2026-03-15,Menunggu
51798,12729,Cuti Tahunan,2022-04-01,2022-04-11,Disetujui
51799,12729,Cuti Tahunan,2023-06-24,2023-06-27,Disetujui
51800,12729,Cuti Tahunan,2024-08-20,2024-08-24,Disetujui
51801,12729,Cuti Tahunan,2025-07-17,2025-07-21,Disetujui
51802,12729,Cuti Tahunan,2026-06-24,2026-06-26,Disetujui
51803,12730,Cuti Tahunan,2022-02-18,2022-02-20,Disetujui
51804,12730,Cuti Sakit,2023-11-20,2023-11-21,Disetujui
51805,12730,Cuti Tahunan,2024-07-19,2024-07-25,Disetujui
51806,12730,Cuti Besar,2025-03-01,2025-03-23,Disetujui
51807,12730,Cuti Melahirkan,2026-12-14,2027-03-14,Disetujui
51808,12731,Cuti Sakit,2022-11-03,2022-11-06,Disetujui
51809,12731,Cuti Sakit,2022-07-01,2022-07-08,Disetujui
51810,12731,Cuti Sakit,2023-12-05,2023-12-09,Disetujui
51811,12731,Cuti Tahunan,2024-12-25,2024-12-31,Disetujui
51812,12731,Cuti Tahunan,2025-03-24,2025-03-26,Disetujui
51813,12731,Cuti Tahunan,2026-03-15,2026-03-23,Disetujui
51814,12732,Cuti Sakit,2023-07-13,2023-07-14,Disetujui
51815,12732,Cuti Sakit,2023-02-09,2023-02-11,Disetujui
51816,12732,Cuti Tahunan,2024-11-17,2024-11-21,Disetujui
51817,12732,Cuti Tahunan,2025-08-14,2025-08-19,Disetujui
51818,12732,Cuti Tahunan,2025-03-14,2025-03-23,Disetujui
51819,12732,Cuti Tahunan,2026-03-10,2026-03-19,Disetujui
51820,12734,Cuti Besar,2026-09-04,2026-10-04,Disetujui
51821,12734,Cuti Tahunan,2026-05-25,2026-05-30,Disetujui
51822,12735,Cuti Tahunan,2022-05-19,2022-05-27,Disetujui
51823,12735,Cuti Melahirkan,2022-06-12,2022-09-10,Menunggu
51824,12735,Cuti Tahunan,2023-07-19,2023-07-26,Disetujui
51825,12735,Cuti Tahunan,2023-02-03,2023-02-13,Disetujui
51826,12735,Cuti Sakit,2024-08-03,2024-08-10,Disetujui
51827,12735,Cuti Besar,2026-09-09,2026-10-09,Menunggu
51828,12736,Cuti Sakit,2022-08-10,2022-08-11,Ditolak
51829,12736,Cuti Sakit,2022-01-20,2022-01-27,Disetujui
51830,12736,Cuti Tahunan,2023-06-16,2023-06-25,Disetujui
51831,12736,Cuti Sakit,2023-02-14,2023-02-15,Disetujui
51832,12736,Cuti Besar,2024-03-20,2024-04-16,Disetujui
51833,12736,Cuti Tahunan,2025-10-10,2025-10-15,Disetujui
51834,12736,Cuti Tahunan,2026-01-19,2026-01-26,Disetujui
51835,12737,Cuti Tahunan,2022-03-22,2022-03-28,Disetujui
51836,12737,Cuti Tahunan,2023-05-21,2023-05-31,Disetujui
51837,12737,Cuti Melahirkan,2023-09-13,2023-12-12,Disetujui
51838,12737,Cuti Sakit,2024-09-24,2024-09-26,Disetujui
51839,12737,Cuti Sakit,2025-01-22,2025-01-29,Disetujui
51840,12737,Cuti Tahunan,2026-12-07,2026-12-17,Menunggu
51841,12738,Cuti Alasan Penting,2022-02-19,2022-02-23,Disetujui
51842,12738,Cuti Tahunan,2023-10-06,2023-10-14,Disetujui
51843,12738,Cuti Tahunan,2024-04-25,2024-05-07,Disetujui
51844,12738,Cuti Besar,2026-04-24,2026-05-19,Disetujui
51845,12738,Cuti Tahunan,2026-01-07,2026-01-11,Disetujui
51846,12739,Cuti Alasan Penting,2022-01-23,2022-01-27,Disetujui
51847,12739,Cuti Tahunan,2024-02-09,2024-02-18,Disetujui
51848,12739,Cuti Tahunan,2025-07-10,2025-07-19,Disetujui
51849,12739,Cuti Tahunan,2026-08-22,2026-08-31,Disetujui
51850,12739,Cuti Tahunan,2026-04-24,2026-04-26,Disetujui
51851,12740,Cuti Tahunan,2022-10-15,2022-10-26,Ditolak
51852,12740,Cuti Tahunan,2023-02-04,2023-02-14,Disetujui
51853,12740,Cuti Tahunan,2024-11-01,2024-11-11,Disetujui
51854,12741,Cuti Besar,2022-06-08,2022-07-05,Ditolak
51855,12741,Cuti Tahunan,2023-01-03,2023-01-10,Disetujui
51856,12741,Cuti Tahunan,2023-08-21,2023-08-27,Disetujui
51857,12741,Cuti Tahunan,2024-07-09,2024-07-19,Disetujui
51858,12741,Cuti Tahunan,2026-06-18,2026-06-27,Disetujui
51859,12742,Cuti Besar,2025-02-12,2025-03-08,Disetujui
51860,12742,Cuti Melahirkan,2026-03-08,2026-06-06,Disetujui
51861,12743,Cuti Tahunan,2023-09-13,2023-09-15,Ditolak
51862,12743,Cuti Tahunan,2024-08-25,2024-09-02,Disetujui
51863,12743,Cuti Tahunan,2025-07-10,2025-07-15,Disetujui
51864,12743,Cuti Tahunan,2026-06-13,2026-06-15,Disetujui
51865,12744,Cuti Sakit,2023-07-21,2023-07-25,Disetujui
51866,12744,Cuti Tahunan,2023-05-07,2023-05-12,Disetujui
51867,12744,Cuti Tahunan,2024-07-21,2024-08-01,Disetujui
51868,12744,Cuti Tahunan,2025-12-11,2025-12-15,Menunggu
51869,12744,Cuti Sakit,2025-04-07,2025-04-13,Disetujui
51870,12745,Cuti Melahirkan,2024-12-21,2025-03-21,Disetujui
51871,12745,Cuti Tahunan,2024-10-20,2024-10-31,Disetujui
51872,12745,Cuti Alasan Penting,2025-08-15,2025-08-20,Disetujui
51873,12745,Cuti Sakit,2025-09-16,2025-09-19,Disetujui
51874,12745,Cuti Tahunan,2026-08-25,2026-08-31,Disetujui
51875,12746,Cuti Sakit,2024-01-02,2024-01-06,Disetujui
51876,12746,Cuti Alasan Penting,2025-12-05,2025-12-09,Disetujui
51877,12746,Cuti Tahunan,2026-07-18,2026-07-26,Disetujui
51878,12746,Cuti Tahunan,2026-02-06,2026-02-16,Disetujui
51879,12747,Cuti Melahirkan,2022-08-13,2022-11-11,Disetujui
51880,12747,Cuti Alasan Penting,2024-06-03,2024-06-05,Disetujui
51881,12747,Cuti Tahunan,2024-08-25,2024-08-31,Disetujui
51882,12748,Cuti Sakit,2023-10-04,2023-10-09,Disetujui
51883,12748,Cuti Tahunan,2024-03-20,2024-03-25,Disetujui
51884,12748,Cuti Tahunan,2026-05-22,2026-06-02,Disetujui
51885,12749,Cuti Tahunan,2022-12-15,2022-12-20,Disetujui
51886,12749,Cuti Tahunan,2025-12-10,2025-12-17,Disetujui
51887,12750,Cuti Tahunan,2026-05-13,2026-05-20,Disetujui
51888,12750,Cuti Tahunan,2026-08-03,2026-08-05,Disetujui
51889,12751,Cuti Alasan Penting,2026-05-21,2026-05-25,Disetujui
51890,12752,Cuti Tahunan,2022-04-06,2022-04-17,Disetujui
51891,12752,Cuti Tahunan,2024-04-03,2024-04-12,Disetujui
51892,12752,Cuti Tahunan,2024-03-22,2024-03-25,Disetujui
51893,12752,Cuti Tahunan,2025-03-25,2025-04-05,Disetujui
51894,12752,Cuti Tahunan,2026-10-22,2026-10-25,Disetujui
51895,12752,Cuti Sakit,2026-07-18,2026-07-20,Disetujui
51896,12753,Cuti Alasan Penting,2023-10-12,2023-10-17,Disetujui
51897,12753,Cuti Tahunan,2025-11-07,2025-11-17,Disetujui
51898,12754,Cuti Tahunan,2022-10-11,2022-10-18,Ditolak
51899,12754,Cuti Tahunan,2023-03-11,2023-03-13,Disetujui
51900,12754,Cuti Tahunan,2024-06-05,2024-06-15,Menunggu
51901,12754,Cuti Alasan Penting,2024-11-20,2024-11-23,Disetujui
51902,12754,Cuti Besar,2025-08-11,2025-08-31,Disetujui
51903,12754,Cuti Sakit,2026-09-22,2026-09-23,Disetujui
51904,12755,Cuti Besar,2025-03-15,2025-04-13,Disetujui
51905,12755,Cuti Tahunan,2026-06-14,2026-06-17,Disetujui
51906,12756,Cuti Alasan Penting,2025-02-25,2025-02-28,Disetujui
51907,12756,Cuti Tahunan,2026-10-17,2026-10-24,Disetujui
51908,12756,Cuti Sakit,2026-06-10,2026-06-14,Disetujui
51909,12757,Cuti Tahunan,2022-05-22,2022-05-25,Disetujui
51910,12757,Cuti Besar,2023-11-11,2023-12-08,Menunggu
51911,12757,Cuti Sakit,2023-08-24,2023-08-25,Disetujui
51912,12757,Cuti Tahunan,2024-07-15,2024-07-26,Ditolak
51913,12757,Cuti Tahunan,2024-05-08,2024-05-11,Disetujui
51914,12757,Cuti Sakit,2026-05-07,2026-05-14,Disetujui
51915,12758,Cuti Tahunan,2022-07-03,2022-07-09,Disetujui
51916,12758,Cuti Tahunan,2022-08-06,2022-08-11,Menunggu
51917,12758,Cuti Besar,2023-06-02,2023-06-29,Disetujui
51918,12758,Cuti Tahunan,2024-03-20,2024-03-23,Disetujui
51919,12758,Cuti Tahunan,2025-12-21,2025-12-28,Disetujui
51920,12758,Cuti Alasan Penting,2026-02-19,2026-02-21,Disetujui
51921,12758,Cuti Tahunan,2026-04-03,2026-04-14,Disetujui
51922,12759,Cuti Tahunan,2025-04-24,2025-05-02,Disetujui
51923,12759,Cuti Sakit,2025-10-01,2025-10-05,Disetujui
51924,12759,Cuti Sakit,2026-06-01,2026-06-08,Disetujui
51925,12760,Cuti Tahunan,2022-12-13,2022-12-17,Disetujui
51926,12760,Cuti Tahunan,2024-02-05,2024-02-10,Disetujui
51927,12760,Cuti Besar,2025-06-20,2025-07-19,Disetujui
51928,12761,Cuti Tahunan,2025-05-16,2025-05-20,Ditolak
51929,12761,Cuti Sakit,2025-10-20,2025-10-21,Disetujui
51930,12762,Cuti Sakit,2023-11-02,2023-11-06,Disetujui
51931,12762,Cuti Sakit,2025-08-08,2025-08-11,Disetujui
51932,12762,Cuti Tahunan,2025-06-05,2025-06-16,Disetujui
51933,12763,Cuti Tahunan,2022-01-05,2022-01-14,Disetujui
51934,12763,Cuti Alasan Penting,2023-10-04,2023-10-09,Menunggu
51935,12763,Cuti Sakit,2024-09-25,2024-10-02,Disetujui
51936,12763,Cuti Tahunan,2025-02-15,2025-02-17,Disetujui
51937,12763,Cuti Tahunan,2025-02-22,2025-03-05,Disetujui
51938,12763,Cuti Besar,2026-04-07,2026-05-04,Disetujui
51939,12763,Cuti Tahunan,2026-06-18,2026-06-29,Disetujui
51940,12764,Cuti Tahunan,2022-05-15,2022-05-23,Disetujui
51941,12764,Cuti Sakit,2022-11-03,2022-11-10,Disetujui
51942,12764,Cuti Besar,2023-11-01,2023-11-30,Disetujui
51943,12764,Cuti Tahunan,2026-02-05,2026-02-09,Disetujui
51944,12765,Cuti Alasan Penting,2022-09-13,2022-09-17,Disetujui
51945,12765,Cuti Sakit,2022-09-11,2022-09-13,Disetujui
51946,12765,Cuti Tahunan,2024-02-07,2024-02-11,Disetujui
51947,12765,Cuti Besar,2025-10-19,2025-11-12,Disetujui
51948,12765,Cuti Besar,2025-01-19,2025-02-08,Disetujui
51949,12765,Cuti Tahunan,2026-10-14,2026-10-16,Ditolak
51950,12766,Cuti Tahunan,2023-04-17,2023-04-28,Disetujui
51951,12766,Cuti Sakit,2025-05-07,2025-05-09,Disetujui
51952,12766,Cuti Tahunan,2026-11-03,2026-11-07,Ditolak
51953,12767,Cuti Besar,2024-01-11,2024-02-05,Disetujui
51954,12767,Cuti Sakit,2025-06-07,2025-06-11,Disetujui
51955,12767,Cuti Alasan Penting,2026-08-22,2026-08-25,Disetujui
51956,12768,Cuti Tahunan,2023-01-23,2023-01-27,Disetujui
51957,12768,Cuti Tahunan,2024-10-24,2024-10-29,Disetujui
51958,12768,Cuti Tahunan,2025-11-16,2025-11-22,Disetujui
51959,12768,Cuti Tahunan,2026-10-12,2026-10-23,Disetujui
51960,12769,Cuti Sakit,2022-02-21,2022-02-25,Disetujui
51961,12769,Cuti Tahunan,2023-02-22,2023-03-05,Disetujui
51962,12769,Cuti Tahunan,2024-12-18,2024-12-22,Disetujui
51963,12769,Cuti Sakit,2025-09-02,2025-09-06,Menunggu
51964,12770,Cuti Besar,2022-06-20,2022-07-13,Disetujui
51965,12770,Cuti Tahunan,2022-03-15,2022-03-25,Disetujui
51966,12770,Cuti Tahunan,2023-10-24,2023-10-29,Ditolak
51967,12770,Cuti Tahunan,2025-09-24,2025-10-05,Disetujui
51968,12770,Cuti Tahunan,2026-04-14,2026-04-22,Ditolak
51969,12770,Cuti Tahunan,2026-04-02,2026-04-13,Disetujui
51970,12771,Cuti Tahunan,2022-11-12,2022-11-14,Menunggu
51971,12771,Cuti Sakit,2022-12-22,2022-12-23,Disetujui
51972,12771,Cuti Tahunan,2026-01-20,2026-01-30,Disetujui
51973,12771,Cuti Alasan Penting,2026-02-20,2026-02-22,Disetujui
51974,12772,Cuti Tahunan,2022-04-16,2022-04-19,Disetujui
51975,12772,Cuti Tahunan,2023-02-17,2023-02-22,Ditolak
51976,12772,Cuti Sakit,2025-03-02,2025-03-08,Disetujui
51977,12772,Cuti Sakit,2026-01-12,2026-01-18,Menunggu
51978,12773,Cuti Tahunan,2025-08-24,2025-09-03,Disetujui
51979,12773,Cuti Tahunan,2026-01-19,2026-01-30,Disetujui
51980,12775,Cuti Tahunan,2023-07-09,2023-07-14,Disetujui
51981,12775,Cuti Sakit,2024-03-16,2024-03-21,Menunggu
51982,12775,Cuti Alasan Penting,2025-09-15,2025-09-18,Disetujui
51983,12775,Cuti Melahirkan,2026-01-17,2026-04-17,Disetujui
51984,12776,Cuti Sakit,2022-02-11,2022-02-15,Disetujui
51985,12776,Cuti Sakit,2023-09-05,2023-09-12,Disetujui
51986,12776,Cuti Alasan Penting,2024-04-06,2024-04-10,Disetujui
51987,12777,Cuti Alasan Penting,2022-03-15,2022-03-18,Disetujui
51988,12777,Cuti Sakit,2023-11-02,2023-11-03,Disetujui
51989,12777,Cuti Sakit,2024-06-24,2024-06-30,Disetujui
51990,12777,Cuti Tahunan,2025-02-10,2025-02-18,Disetujui
51991,12777,Cuti Tahunan,2025-09-19,2025-09-24,Disetujui
51992,12777,Cuti Alasan Penting,2026-07-05,2026-07-09,Disetujui
51993,12777,Cuti Besar,2026-09-13,2026-10-09,Disetujui
51994,12778,Cuti Besar,2022-12-07,2022-12-31,Disetujui
51995,12778,Cuti Tahunan,2024-01-09,2024-01-19,Menunggu
51996,12778,Cuti Melahirkan,2025-10-24,2026-01-22,Disetujui
51997,12778,Cuti Tahunan,2026-12-20,2026-12-23,Disetujui
51998,12778,Cuti Tahunan,2026-11-01,2026-11-12,Disetujui
51999,12779,Cuti Tahunan,2025-02-11,2025-02-22,Ditolak
52000,12779,Cuti Alasan Penting,2026-04-25,2026-04-29,Disetujui
52001,12779,Cuti Tahunan,2026-10-03,2026-10-08,Menunggu
52002,12780,Cuti Besar,2023-11-08,2023-12-08,Disetujui
52003,12780,Cuti Tahunan,2023-08-18,2023-08-27,Disetujui
52004,12780,Cuti Tahunan,2025-09-25,2025-10-07,Disetujui
52005,12781,Cuti Tahunan,2022-08-07,2022-08-12,Disetujui
52006,12781,Cuti Sakit,2023-02-09,2023-02-14,Disetujui
52007,12781,Cuti Tahunan,2025-10-10,2025-10-13,Disetujui
52008,12781,Cuti Melahirkan,2025-09-18,2025-12-17,Menunggu
52009,12781,Cuti Tahunan,2026-05-05,2026-05-11,Disetujui
52010,12782,Cuti Sakit,2023-09-02,2023-09-07,Disetujui
52011,12782,Cuti Tahunan,2024-09-02,2024-09-05,Disetujui
52012,12782,Cuti Besar,2025-03-21,2025-04-16,Ditolak
52013,12782,Cuti Alasan Penting,2025-12-16,2025-12-19,Disetujui
