"riwayat_pendidikan_id","pegawai_id","pendidikan_id","nama_universitas","program_studi","tahun_lulus"
28584,12477,1,,,1983
28585,12477,4,Telkom University,Sistem Informasi,1987
28586,12477,5,Universitas Hasanuddin,Hukum,1989
28587,12478,1,,,2020
28588,12478,4,BINUS University,Ekonomi,2024
28589,12479,1,,,2009
28590,12479,4,Universitas Sebelas Maret,Ekonomi,2013
28591,12479,5,Universitas Hasanuddin,Statistika,2015
28592,12480,1,,,2009
28593,12480,4,Universitas Padjadjaran,Teknik Informatika,2013
28594,12481,1,,,2010
28595,12481,4,Universitas Sebelas Maret,Teknik Industri,2014
28596,12482,1,,,2009
28597,12482,4,Universitas Negeri Jakarta,Kesehatan Masyarakat,2013
28598,12483,1,,,1992
28599,12483,4,Universitas Sebelas Maret,Manajemen,1996
28600,12484,1,,,1998
28601,12484,4,Universitas Diponegoro,Teknik Industri,2002
28602,12485,1,,,2006
28603,12485,4,Universitas Sebelas Maret,Sistem Informasi,2010
28604,12486,1,,,1991
28605,12486,4,Universitas Sebelas Maret,Administrasi Publik,1995
28606,12486,5,Telkom University,Matematika,1997
28607,12487,1,,,2002
28608,12487,4,Universitas Padjadjaran,Teknik Sipil,2006
28609,12487,5,Universitas Diponegoro,Teknik Sipil,2008
28610,12488,1,,,1994
28611,12488,4,Universitas Brawijaya,Teknik Industri,1998
28612,12489,1,,,1994
28613,12489,4,Universitas Negeri Jakarta,Teknik Industri,1998
28614,12489,5,Telkom University,Sistem Informasi,2000
28615,12490,1,,,1988
28616,12490,4,Universitas Brawijaya,Teknik Informatika,1992
28617,12491,1,,,1982
28618,12491,4,Universitas Brawijaya,Hukum,1986
28619,12492,1,,,1988
28620,12492,4,Universitas Sriwijaya,Teknik Industri,1992
28621,12493,1,,,1995
28622,12493,4,Institut Teknologi Bandung,Ilmu Komputer,1999
28623,12494,1,,,2003
28624,12494,4,Universitas Brawijaya,Administrasi Publik,2007
28625,12495,1,,,2008
28626,12495,4,Institut Teknologi Bandung,Matematika,2012
28627,12496,1,,,1986
28628,12496,4,Universitas Negeri Jakarta,Ekonomi,1990
28629,12497,1,,,2019
28630,12497,4,Universitas Airlangga,Teknik Industri,2023
28631,12498,1,,,1995
28632,12498,4,Universitas Brawijaya,Sistem Informasi,1999
28633,12499,1,,,1993
28634,12499,4,Institut Teknologi Bandung,Akuntansi,1997
28635,12500,1,,,2021
28636,12500,4,Universitas Gadjah Mada,Hukum,2025
28637,12501,1,,,1991
28638,12501,4,Universitas Negeri Jakarta,Akuntansi,1995
28639,12501,5,Universitas Negeri Yogyakarta,Ilmu Komputer,1997
28640,12502,1,,,2006
28641,12502,4,BINUS University,Ilmu Komputer,2010
28642,12503,1,,,1995
28643,12503,4,Universitas Diponegoro,Teknik Industri,1999
28644,12504,1,,,2019
28645,12504,4,Universitas Negeri Yogyakarta,Teknik Informatika,2023
28646,12505,1,,,1995
28647,12505,4,Universitas Brawijaya,Hukum,1999
28648,12506,1,,,2000
28649,12506,4,Universitas Indonesia,Administrasi Negara,2004
28650,12506,5,Institut Teknologi Bandung,Ekonomi,2006
28651,12507,1,,,1990
28652,12507,4,Universitas Sebelas Maret,Administrasi Publik,1994
28653,12508,1,,,1984
28654,12508,4,BINUS University,Manajemen,1988
28655,12508,5,Universitas Padjadjaran,Administrasi Publik,1990
28656,12509,1,,,1999
28657,12509,4,Universitas Brawijaya,Hukum,2003
28658,12509,5,Universitas Negeri Jakarta,Ilmu Komputer,2005
28659,12509,6,Universitas Gadjah Mada,Teknik Sipil,2009
28660,12510,1,,,1999
28661,12510,4,Institut Pertanian Bogor,Administrasi Publik,2003
28662,12511,1,,,2008
28663,12511,4,Universitas Diponegoro,Akuntansi,2012
28664,12512,1,,,2007
28665,12512,4,Universitas Brawijaya,Akuntansi,2011
28666,12513,1,,,1997
28667,12513,4,Universitas Sriwijaya,Hukum,2001
28668,12514,1,,,1999
28669,12514,4,Universitas Hasanuddin,Administrasi Publik,2003
28670,12515,1,,,2014
28671,12515,4,Institut Teknologi Bandung,Teknik Industri,2018
28672,12516,1,,,1988
28673,12516,4,Universitas Negeri Yogyakarta,Teknik Informatika,1992
28674,12517,1,,,2019
28675,12517,4,BINUS University,Akuntansi,2023
28676,12518,1,,,1992
28677,12518,4,Universitas Negeri Yogyakarta,Teknik Sipil,1996
28678,12518,5,Universitas Airlangga,Kesehatan Masyarakat,1998
28679,12519,1,,,2008
28680,12519,4,Universitas Negeri Yogyakarta,Kesehatan Masyarakat,2012
28681,12520,1,,,2005
28682,12520,4,Universitas Airlangga,Ilmu Komputer,2009
28683,12521,1,,,1996
28684,12521,4,Universitas Sebelas Maret,Ilmu Komputer,2000
28685,12521,5,Universitas Diponegoro,Hukum,2002
28686,12522,1,,,2011
28687,12522,4,Institut Pertanian Bogor,Statistika,2015
28688,12523,1,,,2020
28689,12523,4,Universitas Indonesia,Administrasi Negara,2024
28690,12524,1,,,1984
28691,12524,4,Universitas Hasanuddin,Teknik Industri,1988
28692,12525,1,,,2007
28693,12525,4,Universitas Gadjah Mada,Sistem Informasi,2011
28694,12525,5,Universitas Brawijaya,Manajemen,2013
28695,12526,1,,,2015
28696,12526,4,Universitas Negeri Yogyakarta,Statistika,2019
28697,12527,1,,,2018
28698,12527,4,Universitas Hasanuddin,Teknik Industri,2022
28699,12528,1,,,2006
28700,12528,4,Universitas Indonesia,Ekonomi,2010
28701,12529,1,,,1992
28702,12529,4,Universitas Sebelas Maret,Sistem Informasi,1996
28703,12529,5,Universitas Padjadjaran,Akuntansi,1998
28704,12530,1,,,1988
28705,12530,4,Universitas Negeri Jakarta,Kesehatan Masyarakat,1992
28706,12531,1,,,1999
28707,12531,4,Institut Pertanian Bogor,Akuntansi,2003
28708,12531,5,Universitas Hasanuddin,Teknik Informatika,2005
28709,12532,1,,,1998
28710,12532,4,Universitas Diponegoro,Teknik Sipil,2002
28711,12533,1,,,1986
28712,12533,4,Universitas Airlangga,Teknik Industri,1990
28713,12533,5,Universitas Airlangga,Ekonomi,1992
28714,12534,1,,,1994
28715,12534,4,Institut Pertanian Bogor,Akuntansi,1998
28716,12534,5,Universitas Brawijaya,Ilmu Komputer,2000
28717,12535,1,,,1992
28718,12535,4,Universitas Hasanuddin,Ekonomi,1996
28719,12536,1,,,1992
28720,12536,4,BINUS University,Teknik Sipil,1996
28721,12537,1,,,2017
28722,12537,4,Universitas Airlangga,Administrasi Publik,2021
28723,12538,1,,,2011
28724,12538,4,Universitas Sebelas Maret,Teknik Industri,2015
28725,12538,5,Universitas Hasanuddin,Akuntansi,2017
28726,12539,1,,,2012
28727,12539,4,Universitas Diponegoro,Statistika,2016
28728,12540,1,,,2015
28729,12540,2,Telkom University,Teknik Sipil,2018
28731,12541,2,Universitas Diponegoro,Teknik Industri,2019
28732,12542,1,,,2010
28733,12542,4,Universitas Hasanuddin,Teknik Informatika,2014
28734,12543,1,,,1999
28735,12543,4,BINUS University,Administrasi Publik,2003
28736,12544,1,,,1987
28737,12544,4,Telkom University,Administrasi Publik,1991
28738,12544,5,Universitas Sebelas Maret,Ilmu Komputer,1993
28739,12545,1,,,2007
28740,12545,4,Universitas Padjadjaran,Administrasi Negara,2011
28741,12546,1,,,2021
28742,12546,4,Universitas Negeri Yogyakarta,Administrasi Negara,2025
28743,12547,1,,,1998
28744,12547,4,Universitas Hasanuddin,Statistika,2002
28745,12548,1,,,1981
28746,12548,4,Universitas Hasanuddin,Akuntansi,1985
28747,12549,1,,,2020
28748,12549,4,Institut Pertanian Bogor,Teknik Industri,2024
28749,12550,1,,,1988
28750,12550,4,Universitas Sebelas Maret,Hukum,1992
28751,12551,1,,,1993
28752,12551,4,Telkom University,Akuntansi,1997
28753,12551,5,Universitas Gadjah Mada,Ilmu Komputer,1999
28754,12552,1,,,2002
28755,12552,4,Telkom University,Teknik Industri,2006
28756,12553,1,,,1992
28757,12553,4,Universitas Gadjah Mada,Teknik Informatika,1996
28758,12553,5,Universitas Diponegoro,Ilmu Komputer,1998
28759,12554,1,,,1995
28760,12554,4,Universitas Negeri Jakarta,Manajemen,1999
28761,12554,5,Universitas Brawijaya,Matematika,2001
28762,12555,1,,,2011
28763,12555,4,Universitas Brawijaya,Akuntansi,2015
28764,12556,1,,,2010
28765,12556,4,Universitas Sriwijaya,Sistem Informasi,2014
28766,12557,1,,,1990
28767,12557,4,Institut Pertanian Bogor,Teknik Informatika,1994
28768,12558,1,,,1999
28769,12558,4,Universitas Negeri Jakarta,Akuntansi,2003
28770,12559,1,,,2018
28771,12559,2,Telkom University,Administrasi Negara,2021
28772,12560,1,,,2015
28773,12560,4,Universitas Indonesia,Matematika,2019
28774,12561,1,,,1993
28775,12561,4,Institut Pertanian Bogor,Kesehatan Masyarakat,1997
28776,12561,5,Universitas Gadjah Mada,Ekonomi,1999
28777,12562,1,,,2000
28778,12562,4,Telkom University,Hukum,2004
28779,12562,5,Universitas Brawijaya,Sistem Informasi,2006
28780,12563,1,,,1985
28781,12563,4,Universitas Negeri Jakarta,Ekonomi,1989
28782,12564,1,,,2019
28783,12564,4,Universitas Sebelas Maret,Matematika,2023
28784,12565,1,,,2004
28785,12565,4,Universitas Hasanuddin,Statistika,2008
28786,12566,1,,,1994
28787,12566,4,Universitas Sebelas Maret,Teknik Industri,1998
28788,12567,1,,,2003
28789,12567,4,Universitas Negeri Yogyakarta,Matematika,2007
28790,12568,1,,,2019
28791,12568,4,Universitas Brawijaya,Matematika,2023
28792,12569,1,,,2012
28793,12569,4,Universitas Airlangga,Hukum,2016
28794,12570,1,,,1992
28795,12570,4,Universitas Hasanuddin,Ilmu Komputer,1996
28796,12570,5,Universitas Gadjah Mada,Manajemen,1998
28797,12571,1,,,1995
28798,12571,4,Universitas Gadjah Mada,Ilmu Komputer,1999
28799,12572,1,,,1997
28800,12572,4,Telkom University,Statistika,2001
28801,12572,5,Institut Teknologi Bandung,Matematika,2003
28802,12573,1,,,2013
28803,12573,4,Universitas Diponegoro,Manajemen,2017
28804,12573,5,Universitas Padjadjaran,Manajemen,2019
28805,12574,1,,,1998
28806,12574,4,Universitas Negeri Jakarta,Akuntansi,2002
28807,12574,5,Universitas Airlangga,Statistika,2004
28808,12575,1,,,2010
28809,12575,2,Universitas Diponegoro,Teknik Sipil,2013
28810,12576,1,,,1992
28811,12576,4,Universitas Padjadjaran,Teknik Sipil,1996
28812,12577,1,,,2000
28813,12577,4,Universitas Negeri Jakarta,Ilmu Komputer,2004
28814,12578,1,,,1987
28815,12578,4,Universitas Hasanuddin,Statistika,1991
28816,12579,1,,,1987
28817,12579,4,Universitas Sebelas Maret,Kesehatan Masyarakat,1991
28818,12579,5,Universitas Sriwijaya,Akuntansi,1993
28819,12580,1,,,1982
28820,12580,4,Universitas Diponegoro,Sistem Informasi,1986
28821,12581,1,,,2004
28822,12581,4,Universitas Diponegoro,Teknik Informatika,2008
28823,12582,1,,,2020
28824,12582,4,Universitas Hasanuddin,Sistem Informasi,2024
28825,12583,1,,,2015
28826,12583,4,Telkom University,Matematika,2019
28827,12584,1,,,2017
28828,12584,4,Universitas Sebelas Maret,Statistika,2021
28829,12584,5,Universitas Airlangga,Akuntansi,2023
28830,12585,1,,,2018
28831,12585,4,Universitas Negeri Yogyakarta,Akuntansi,2022
28832,12586,1,,,2007
28833,12586,4,Universitas Negeri Jakarta,Administrasi Publik,2011
28834,12587,1,,,2002
28835,12587,4,Institut Pertanian Bogor,Administrasi Negara,2006
28836,12588,1,,,1994
28837,12588,4,Universitas Brawijaya,Kesehatan Masyarakat,1998
28838,12589,1,,,2021
28839,12589,4,Universitas Negeri Yogyakarta,Matematika,2025
28840,12590,1,,,1989
28841,12590,4,BINUS University,Statistika,1993
28842,12591,1,,,1989
28843,12591,4,Telkom University,Administrasi Negara,1993
28844,12591,5,BINUS University,Administrasi Negara,1995
28845,12591,6,Universitas Sebelas Maret,Manajemen,1999
28846,12592,1,,,2018
28847,12592,4,Universitas Sriwijaya,Administrasi Negara,2022
28848,12593,1,,,2012
28849,12593,4,Universitas Indonesia,Kesehatan Masyarakat,2016
28850,12594,1,,,2004
28851,12594,4,Universitas Gadjah Mada,Hukum,2008
28852,12595,1,,,1998
28853,12595,4,Universitas Diponegoro,Sistem Informasi,2002
28854,12595,5,Institut Pertanian Bogor,Sistem Informasi,2004
28855,12596,1,,,1981
28856,12596,4,Universitas Padjadjaran,Manajemen,1985
28857,12596,5,Universitas Negeri Jakarta,Matematika,1987
28858,12597,1,,,1982
28859,12597,4,Universitas Negeri Yogyakarta,Matematika,1986
28860,12598,1,,,1996
28861,12598,4,Universitas Sebelas Maret,Kesehatan Masyarakat,2000
28862,12599,1,,,2006
28863,12599,4,Telkom University,Administrasi Negara,2010
28864,12600,1,,,1982
28865,12600,4,Universitas Sriwijaya,Teknik Informatika,1986
28866,12601,1,,,2005
28867,12601,4,BINUS University,Teknik Informatika,2009
28868,12602,1,,,2014
28869,12602,4,BINUS University,Manajemen,2018
28870,12603,1,,,1999
28871,12603,4,Institut Teknologi Bandung,Ekonomi,2003
28872,12604,1,,,1982
28873,12604,4,Universitas Diponegoro,Akuntansi,1986
28874,12604,5,Telkom University,Administrasi Publik,1988
28875,12605,1,,,1986
28876,12605,4,Universitas Airlangga,Manajemen,1990
28877,12606,1,,,2013
28878,12606,4,Universitas Airlangga,Statistika,2017
28879,12607,1,,,2009
28880,12607,4,Universitas Padjadjaran,Hukum,2013
28881,12608,1,,,1991
28882,12608,4,Universitas Diponegoro,Administrasi Negara,1995
28883,12609,1,,,2018
28884,12609,4,Universitas Sebelas Maret,Teknik Informatika,2022
28885,12609,5,Universitas Negeri Jakarta,Teknik Industri,2024
28886,12610,1,,,2015
28887,12610,4,Universitas Sriwijaya,Teknik Informatika,2019
28888,12611,1,,,2021
28889,12611,4,Universitas Brawijaya,Administrasi Negara,2025
28890,12612,1,,,1989
28891,12612,4,Universitas Sebelas Maret,Ilmu Komputer,1993
28892,12612,5,Universitas Gadjah Mada,Statistika,1995
28893,12613,1,,,2021
28894,12613,4,Universitas Airlangga,Administrasi Negara,2025
28895,12614,1,,,1988
28896,12614,4,Universitas Airlangga,Sistem Informasi,1992
28897,12614,5,Universitas Sriwijaya,Teknik Informatika,1994
28898,12615,1,,,1997
28899,12615,4,Universitas Indonesia,Teknik Informatika,2001
28900,12615,5,Universitas Sriwijaya,Matematika,2003
28901,12616,1,,,2014
28902,12616,4,Telkom University,Akuntansi,2018
28903,12617,1,,,1987
28904,12617,4,Universitas Diponegoro,Teknik Industri,1991
28905,12617,5,Universitas Negeri Yogyakarta,Sistem Informasi,1993
28906,12618,1,,,2013
28907,12618,4,Universitas Brawijaya,Teknik Sipil,2017
28908,12619,1,,,2014
28909,12619,4,Universitas Padjadjaran,Administrasi Negara,2018
28910,12620,1,,,2016
28911,12620,4,Universitas Indonesia,Ilmu Komputer,2020
28912,12621,1,,,1986
28913,12621,4,Universitas Hasanuddin,Akuntansi,1990
28914,12622,1,,,1990
28915,12622,4,Universitas Diponegoro,Administrasi Negara,1994
28916,12622,5,Universitas Diponegoro,Statistika,1996
28917,12623,1,,,2013
28918,12623,4,Institut Teknologi Bandung,Administrasi Publik,2017
28919,12624,1,,,2005
28920,12624,4,Universitas Indonesia,Teknik Industri,2009
28921,12625,1,,,1989
28922,12625,4,Universitas Brawijaya,Ilmu Komputer,1993
28923,12626,1,,,2006
28924,12626,2,Universitas Sebelas Maret,Kesehatan Masyarakat,2009
28925,12627,1,,,1983
28926,12627,4,Universitas Indonesia,Hukum,1987
28927,12628,1,,,2014
28928,12628,4,Universitas Sriwijaya,Matematika,2018
28929,12629,1,,,1988
28930,12629,4,Institut Pertanian Bogor,Sistem Informasi,1992
28931,12630,1,,,1987
28932,12630,4,Universitas Hasanuddin,Matematika,1991
28933,12631,1,,,1993
28934,12631,4,Universitas Negeri Yogyakarta,Matematika,1997
28935,12632,1,,,2011
28936,12632,4,Universitas Brawijaya,Akuntansi,2015
28937,12633,1,,,1998
28938,12633,4,Universitas Negeri Jakarta,Teknik Informatika,2002
28939,12633,5,Universitas Padjadjaran,Hukum,2004
28940,12634,1,,,2021
28941,12634,4,Universitas Airlangga,Sistem Informasi,2025
28942,12635,1,,,2017
28943,12635,4,Universitas Airlangga,Hukum,2021
28944,12636,1,,,1994
28945,12636,4,Universitas Diponegoro,Administrasi Publik,1998
28946,12637,1,,,1988
28947,12637,4,Institut Teknologi Bandung,Ekonomi,1992
28948,12638,1,,,2011
28949,12638,2,Universitas Diponegoro,Teknik Informatika,2014
28950,12639,1,,,2019
28951,12639,4,Universitas Negeri Jakarta,Teknik Informatika,2023
28952,12640,1,,,2019
28953,12640,4,Universitas Indonesia,Hukum,2023
28954,12641,1,,,2010
28955,12641,4,Institut Teknologi Bandung,Statistika,2014
28956,12642,1,,,2014
28957,12642,4,Universitas Hasanuddin,Manajemen,2018
28958,12643,1,,,1995
28959,12643,4,BINUS University,Teknik Informatika,1999
28960,12643,5,Universitas Negeri Yogyakarta,Administrasi Negara,2001
28961,12643,6,Institut Teknologi Bandung,Matematika,2005
28962,12644,1,,,2003
28963,12644,4,Universitas Sebelas Maret,Ilmu Komputer,2007
28964,12645,1,,,2009
28965,12645,4,BINUS University,Ilmu Komputer,2013
28966,12646,1,,,2000
28967,12646,4,Institut Pertanian Bogor,Administrasi Negara,2004
28968,12646,5,Telkom University,Hukum,2006
28969,12647,1,,,2003
28970,12647,4,Universitas Brawijaya,Administrasi Publik,2007
28971,12647,5,Universitas Negeri Jakarta,Hukum,2009
28972,12648,1,,,1985
29455,12858,1,,,1990
28973,12648,4,Universitas Negeri Jakarta,Sistem Informasi,1989
28974,12649,1,,,1991
28975,12649,4,Telkom University,Sistem Informasi,1995
28976,12650,1,,,2002
28977,12650,4,Universitas Indonesia,Kesehatan Masyarakat,2006
28978,12651,1,,,2007
28979,12651,4,Universitas Sriwijaya,Akuntansi,2011
28980,12652,1,,,2020
28981,12652,4,Universitas Gadjah Mada,Hukum,2024
28982,12653,1,,,1991
28983,12653,4,Universitas Gadjah Mada,Teknik Sipil,1995
28984,12654,1,,,2010
28985,12654,4,Universitas Padjadjaran,Matematika,2014
28986,12655,1,,,2011
28987,12655,4,Universitas Airlangga,Hukum,2015
28988,12656,1,,,2003
28989,12656,4,Universitas Sriwijaya,Administrasi Negara,2007
28990,12656,5,Institut Pertanian Bogor,Akuntansi,2009
28991,12657,1,,,1995
28992,12657,4,Universitas Indonesia,Ekonomi,1999
28993,12658,1,,,2000
28994,12658,4,Institut Pertanian Bogor,Hukum,2004
28995,12659,1,,,2009
28996,12659,4,Universitas Hasanuddin,Teknik Industri,2013
28997,12659,5,Universitas Diponegoro,Matematika,2015
28998,12660,1,,,1988
28999,12660,4,Universitas Hasanuddin,Administrasi Publik,1992
29000,12660,5,Universitas Padjadjaran,Statistika,1994
29001,12661,1,,,2001
29002,12661,4,Universitas Negeri Jakarta,Manajemen,2005
29003,12661,5,Universitas Indonesia,Kesehatan Masyarakat,2007
29004,12662,1,,,1998
29005,12662,4,Universitas Diponegoro,Teknik Informatika,2002
29006,12662,5,Universitas Airlangga,Teknik Industri,2004
29007,12663,1,,,1992
29008,12663,4,Universitas Brawijaya,Sistem Informasi,1996
29009,12664,1,,,2014
29010,12664,4,Universitas Hasanuddin,Hukum,2018
29011,12665,1,,,2000
29012,12665,4,Universitas Negeri Jakarta,Teknik Sipil,2004
29013,12665,5,Universitas Negeri Jakarta,Kesehatan Masyarakat,2006
29014,12666,1,,,2003
29015,12666,2,BINUS University,Kesehatan Masyarakat,2006
29016,12667,1,,,2000
29017,12667,4,BINUS University,Manajemen,2004
29018,12668,1,,,2018
29019,12668,4,Universitas Hasanuddin,Akuntansi,2022
29020,12669,1,,,1995
29021,12669,4,Universitas Hasanuddin,Sistem Informasi,1999
29022,12669,5,Universitas Diponegoro,Teknik Informatika,2001
29023,12670,1,,,2010
29024,12670,4,Universitas Hasanuddin,Ilmu Komputer,2014
29025,12671,1,,,2000
29026,12671,4,Universitas Diponegoro,Akuntansi,2004
29027,12672,1,,,2009
29028,12672,4,Universitas Padjadjaran,Teknik Industri,2013
29029,12673,1,,,2020
29030,12673,2,Universitas Padjadjaran,Teknik Sipil,2023
29031,12674,1,,,2021
29032,12674,2,Telkom University,Ekonomi,2024
29033,12675,1,,,2010
29034,12675,4,Universitas Sriwijaya,Akuntansi,2014
29035,12676,1,,,2003
29036,12676,4,Universitas Indonesia,Administrasi Publik,2007
29037,12677,1,,,1985
29038,12677,4,Universitas Gadjah Mada,Teknik Informatika,1989
29039,12678,1,,,2000
29040,12678,4,Universitas Padjadjaran,Teknik Informatika,2004
29041,12679,1,,,1994
29042,12679,4,Universitas Gadjah Mada,Teknik Sipil,1998
29043,12679,5,Institut Pertanian Bogor,Administrasi Negara,2000
29044,12680,1,,,1989
29045,12680,4,Universitas Gadjah Mada,Manajemen,1993
29046,12680,5,Universitas Indonesia,Manajemen,1995
29047,12681,1,,,1982
29048,12681,4,Universitas Indonesia,Teknik Informatika,1986
29049,12682,1,,,2011
29050,12682,4,Institut Teknologi Bandung,Statistika,2015
29051,12683,1,,,2003
29052,12683,4,Universitas Padjadjaran,Statistika,2007
29053,12683,5,Universitas Airlangga,Manajemen,2009
29054,12684,1,,,1991
29055,12684,4,Universitas Airlangga,Statistika,1995
29056,12685,1,,,2010
29057,12685,2,Universitas Sebelas Maret,Hukum,2013
29058,12686,1,,,1998
29059,12686,4,Universitas Padjadjaran,Administrasi Publik,2002
29060,12687,1,,,2010
29061,12687,4,Universitas Brawijaya,Teknik Industri,2014
29062,12688,1,,,2002
29063,12688,4,Universitas Sriwijaya,Akuntansi,2006
29064,12688,5,Universitas Negeri Jakarta,Teknik Industri,2008
29065,12689,1,,,2021
29066,12689,4,Institut Teknologi Bandung,Hukum,2025
29067,12690,1,,,2021
29068,12690,4,Institut Pertanian Bogor,Ilmu Komputer,2025
29069,12691,1,,,2013
29070,12691,4,Universitas Negeri Yogyakarta,Kesehatan Masyarakat,2017
29071,12692,1,,,1996
29072,12692,4,Universitas Gadjah Mada,Teknik Sipil,2000
29073,12693,1,,,2018
29074,12693,4,Universitas Negeri Yogyakarta,Sistem Informasi,2022
29075,12694,1,,,1991
29076,12694,4,Universitas Negeri Jakarta,Teknik Industri,1995
29077,12694,5,Universitas Sriwijaya,Statistika,1997
29078,12695,1,,,1999
29079,12695,4,Universitas Negeri Yogyakarta,Teknik Informatika,2003
29080,12695,5,Universitas Negeri Jakarta,Teknik Sipil,2005
29081,12695,6,Institut Pertanian Bogor,Akuntansi,2009
29082,12696,1,,,1994
29083,12696,4,Universitas Gadjah Mada,Matematika,1998
29084,12696,5,BINUS University,Statistika,2000
29085,12697,1,,,1992
29086,12697,4,Institut Pertanian Bogor,Teknik Sipil,1996
29087,12698,1,,,2004
29088,12698,4,Universitas Brawijaya,Ilmu Komputer,2008
29089,12699,1,,,2017
29090,12699,4,Universitas Sriwijaya,Akuntansi,2021
29091,12700,1,,,1984
29092,12700,4,Institut Pertanian Bogor,Matematika,1988
29093,12701,1,,,1986
29578,12914,1,,,1992
29094,12701,4,Institut Pertanian Bogor,Matematika,1990
29095,12701,5,Universitas Sriwijaya,Ilmu Komputer,1992
29096,12702,1,,,1994
29097,12702,4,Institut Teknologi Bandung,Teknik Informatika,1998
29098,12703,1,,,2018
29099,12703,4,Universitas Gadjah Mada,Administrasi Negara,2022
29100,12704,1,,,2018
29101,12704,4,Universitas Negeri Yogyakarta,Teknik Informatika,2022
29102,12705,1,,,2016
29103,12705,4,Universitas Airlangga,Manajemen,2020
29104,12706,1,,,2012
29105,12706,2,Universitas Negeri Yogyakarta,Ekonomi,2015
29106,12707,1,,,1986
29107,12707,4,Universitas Padjadjaran,Statistika,1990
29108,12708,1,,,2006
29109,12708,4,Universitas Negeri Yogyakarta,Sistem Informasi,2010
29110,12709,1,,,2002
29111,12709,4,Universitas Sebelas Maret,Sistem Informasi,2006
29112,12710,1,,,2013
29113,12710,4,Universitas Brawijaya,Hukum,2017
29114,12711,1,,,2005
29115,12711,4,Universitas Negeri Jakarta,Kesehatan Masyarakat,2009
29116,12711,5,Universitas Airlangga,Akuntansi,2011
29117,12712,1,,,1993
29118,12712,4,Universitas Hasanuddin,Administrasi Negara,1997
29119,12713,1,,,1983
29120,12713,4,Universitas Negeri Yogyakarta,Ilmu Komputer,1987
29121,12713,5,Universitas Brawijaya,Akuntansi,1989
29122,12714,1,,,1988
29123,12714,4,Universitas Sriwijaya,Manajemen,1992
29124,12715,1,,,1982
29125,12715,4,Universitas Diponegoro,Kesehatan Masyarakat,1986
29126,12716,1,,,1991
29127,12716,4,Universitas Gadjah Mada,Ilmu Komputer,1995
29128,12716,5,Universitas Sriwijaya,Administrasi Negara,1997
29129,12717,1,,,2009
29130,12717,4,Universitas Negeri Yogyakarta,Hukum,2013
29131,12718,1,,,2010
29132,12718,4,Universitas Padjadjaran,Manajemen,2014
29133,12719,1,,,1997
29134,12719,4,Universitas Padjadjaran,Administrasi Publik,2001
29135,12720,1,,,1983
29136,12720,4,Universitas Padjadjaran,Matematika,1987
29137,12720,5,Universitas Diponegoro,Administrasi Negara,1989
29138,12721,1,,,1998
29139,12721,4,Universitas Sebelas Maret,Ilmu Komputer,2002
29140,12721,5,Institut Teknologi Bandung,Teknik Industri,2004
29141,12722,1,,,2015
29142,12722,4,Universitas Hasanuddin,Manajemen,2019
29143,12723,1,,,2011
29144,12723,4,Universitas Airlangga,Kesehatan Masyarakat,2015
29145,12724,1,,,2011
29146,12724,4,Universitas Negeri Jakarta,Statistika,2015
29147,12725,1,,,2021
29148,12725,4,Universitas Negeri Jakarta,Sistem Informasi,2025
29149,12726,1,,,2004
29150,12726,4,Universitas Negeri Jakarta,Teknik Industri,2008
29151,12727,1,,,2001
29152,12727,4,Institut Pertanian Bogor,Ilmu Komputer,2005
29153,12728,1,,,2009
29154,12728,4,Universitas Padjadjaran,Statistika,2013
29155,12729,1,,,2006
29156,12729,4,Universitas Sebelas Maret,Administrasi Publik,2010
29157,12730,1,,,2006
29158,12730,4,Universitas Gadjah Mada,Sistem Informasi,2010
29159,12731,1,,,1997
29160,12731,4,Universitas Indonesia,Manajemen,2001
29161,12732,1,,,1992
29162,12732,4,Universitas Airlangga,Matematika,1996
29163,12732,5,Universitas Indonesia,Kesehatan Masyarakat,1998
29164,12732,6,Universitas Brawijaya,Administrasi Negara,2002
29165,12733,1,,,2017
29166,12733,4,Telkom University,Teknik Informatika,2021
29167,12734,1,,,2021
29168,12734,4,Universitas Gadjah Mada,Matematika,2025
29169,12735,1,,,1990
29170,12735,4,Universitas Negeri Jakarta,Ilmu Komputer,1994
29171,12736,1,,,2013
29172,12736,4,Universitas Sriwijaya,Teknik Industri,2017
29173,12737,1,,,1985
29174,12737,4,Universitas Sebelas Maret,Sistem Informasi,1989
29175,12737,5,Institut Pertanian Bogor,Ekonomi,1991
29176,12738,1,,,2009
29177,12738,4,BINUS University,Administrasi Negara,2013
29178,12739,1,,,2004
29179,12739,4,Institut Teknologi Bandung,Teknik Informatika,2008
29180,12739,5,Universitas Indonesia,Statistika,2010
29181,12740,1,,,1998
29182,12740,4,Universitas Sebelas Maret,Ekonomi,2002
29183,12741,1,,,1994
29184,12741,4,Institut Teknologi Bandung,Teknik Industri,1998
29185,12742,1,,,2013
29186,12742,4,Universitas Diponegoro,Statistika,2017
29187,12743,1,,,2010
29188,12743,4,Institut Pertanian Bogor,Teknik Industri,2014
29189,12744,1,,,2010
29190,12744,4,Universitas Hasanuddin,Administrasi Publik,2014
29191,12745,1,,,2005
29192,12745,4,Universitas Negeri Jakarta,Akuntansi,2009
29193,12746,1,,,1989
29194,12746,4,Universitas Hasanuddin,Kesehatan Masyarakat,1993
