"riwayat_jabatan_id","pegawai_id","jabatan_id","instansi_id","tanggal_mulai","tanggal_selesai"
100630,10627,6,34,2024-09-21,
100631,10628,17,6,2016-03-17,2019-03-17
100632,10628,23,6,2019-03-17,2022-03-17
100633,10628,14,6,2022-03-17,
100634,10629,14,7,2020-04-10,2023-04-10
100635,10629,13,7,2023-04-10,
100636,10630,21,17,2021-05-20,2023-05-20
100637,10630,7,17,2023-05-20,
100638,10631,7,10,2025-12-21,
100639,10632,12,37,2003-06-19,2008-06-19
100640,10632,2,37,2008-06-19,2013-06-19
100641,10632,16,37,2013-06-19,2018-06-19
100642,10632,15,37,2018-06-19,
100643,10633,14,38,2015-12-14,2018-12-14
100644,10633,6,38,2018-12-14,2021-12-14
100645,10633,13,38,2021-12-14,
100646,10634,17,43,2012-10-15,2016-10-15
100647,10634,12,43,2016-10-15,2020-10-15
100648,10634,1,43,2020-10-15,
100649,10635,23,15,2019-04-23,2022-04-23
100650,10635,3,15,2022-04-23,
100651,10636,20,17,2018-04-26,2022-04-26
100652,10636,5,17,2022-04-26,
100653,10637,18,44,1994-05-12,2002-05-12
100654,10637,10,44,2002-05-12,2010-05-12
100655,10637,11,44,2010-05-12,2018-05-12
100656,10637,3,44,2018-05-12,
100657,10638,20,33,1999-01-23,2005-01-23
100658,10638,2,33,2005-01-23,2011-01-23
100659,10638,23,33,2011-01-23,2017-01-23
100660,10638,11,33,2017-01-23,
100661,10639,21,2,2018-12-18,2022-12-18
100662,10639,5,2,2022-12-18,
100663,10640,14,4,1996-12-05,2003-12-05
100664,10640,3,4,2003-12-05,2010-12-05
100665,10640,11,4,2010-12-05,2017-12-05
100666,10640,12,4,2017-12-05,
100667,10641,16,8,2026-06-08,
100668,10642,9,41,2011-07-24,2016-07-24
100669,10642,18,41,2016-07-24,2021-07-24
100670,10642,22,41,2021-07-24,
100671,10643,5,26,2018-07-09,2022-07-09
100672,10643,23,26,2022-07-09,
100673,10644,15,30,2006-06-02,2011-06-02
100674,10644,22,30,2011-06-02,2016-06-02
100675,10644,1,30,2016-06-02,2021-06-02
100676,10644,13,30,2021-06-02,
100677,10645,18,19,2004-07-11,2009-07-11
100678,10645,17,19,2009-07-11,2014-07-11
100679,10645,5,19,2014-07-11,2019-07-11
100680,10645,2,19,2019-07-11,
100681,10646,4,8,2008-12-05,2014-12-05
100682,10646,5,8,2014-12-05,2020-12-05
100683,10646,19,8,2020-12-05,
100684,10647,15,17,2016-12-01,2019-12-01
100685,10647,22,17,2019-12-01,2022-12-01
100686,10647,16,17,2022-12-01,
100687,10648,6,47,2021-06-02,2023-06-02
100688,10648,7,47,2023-06-02,
100689,10649,16,20,2015-02-12,2018-02-12
100690,10649,5,20,2018-02-12,2021-02-12
100691,10649,3,20,2021-02-12,
100692,10650,13,35,2020-05-22,2023-05-22
100693,10650,9,35,2023-05-22,
100694,10651,21,25,2021-08-12,2023-08-12
100695,10651,14,25,2023-08-12,
100696,10652,20,7,2026-01-10,
100697,10653,10,7,2023-07-11,
100698,10654,5,4,2020-11-19,2023-11-19
100699,10654,14,4,2023-11-19,
100700,10655,4,27,2014-03-19,2018-03-19
100701,10655,3,27,2018-03-19,2022-03-19
100702,10655,11,27,2022-03-19,
100703,10656,14,2,2025-03-11,
100704,10657,5,31,2021-01-28,2023-01-28
100705,10657,21,31,2023-01-28,
100706,10658,7,11,2025-02-26,
100707,10659,12,5,2009-07-04,2014-07-04
100708,10659,7,5,2014-07-04,2019-07-04
100709,10659,1,5,2019-07-04,
100710,10660,13,24,1988-02-12,1997-02-12
100711,10660,5,24,1997-02-12,2006-02-12
100712,10660,9,24,2006-02-12,2015-02-12
100713,10660,16,24,2015-02-12,
100714,10661,20,36,2025-06-23,
100715,10662,20,16,2012-08-23,2016-08-23
100716,10662,14,16,2016-08-23,2020-08-23
100717,10662,16,16,2020-08-23,
100718,10663,20,25,2021-07-06,2023-07-06
100719,10663,1,25,2023-07-06,
100720,10664,3,40,2020-10-21,2023-10-21
100721,10664,9,40,2023-10-21,
100722,10665,21,12,2024-11-23,
100723,10666,5,35,2019-08-04,2022-08-04
100724,10666,17,35,2022-08-04,
100725,10667,7,19,2025-04-25,
100726,10668,10,25,1993-12-06,2001-12-06
100727,10668,19,25,2001-12-06,2009-12-06
100728,10668,16,25,2009-12-06,2017-12-06
100729,10668,23,25,2017-12-06,
100730,10669,10,35,2024-08-17,
100731,10670,3,1,2001-09-12,2007-09-12
100732,10670,1,1,2007-09-12,2013-09-12
100733,10670,21,1,2013-09-12,2019-09-12
100734,10670,18,1,2019-09-12,
100735,10671,17,34,2023-12-28,
100736,10672,11,13,2009-01-28,2014-01-28
100737,10672,10,13,2014-01-28,2019-01-28
100738,10672,4,13,2019-01-28,
100739,10673,7,5,2021-05-16,2023-05-16
100740,10673,23,5,2023-05-16,
100741,10674,9,10,2012-01-07,2016-01-07
100742,10674,23,10,2016-01-07,2020-01-07
100743,10674,7,10,2020-01-07,
100744,10675,17,38,2013-12-17,2017-12-17
100745,10675,2,38,2017-12-17,2021-12-17
100746,10675,11,38,2021-12-17,
100747,10676,19,47,2014-06-26,2018-06-26
100748,10676,8,47,2018-06-26,2022-06-26
100749,10676,2,47,2022-06-26,
100750,10677,6,33,2010-01-15,2015-01-15
100751,10677,18,33,2015-01-15,2020-01-15
100752,10677,23,33,2020-01-15,
100753,10678,23,4,2022-02-07,
100754,10679,14,25,2022-01-24,
100755,10680,13,4,2025-09-02,
100756,10681,22,34,2021-10-21,2023-10-21
100757,10681,7,34,2023-10-21,
100758,10682,21,44,2019-12-10,2022-12-10
100759,10682,11,44,2022-12-10,
100760,10683,5,38,1992-04-20,2000-04-20
100761,10683,4,38,2000-04-20,2008-04-20
100762,10683,20,38,2008-04-20,2016-04-20
100763,10683,1,38,2016-04-20,
100764,10684,13,26,2024-05-10,
100765,10685,20,9,2025-06-03,
100766,10686,6,10,2026-07-20,
100767,10687,12,46,2017-02-21,2021-02-21
100768,10687,2,46,2021-02-21,
100769,10688,17,35,2020-04-27,2023-04-27
100770,10688,2,35,2023-04-27,
100771,10689,22,38,2018-06-23,2022-06-23
100772,10689,2,38,2022-06-23,
100773,10690,14,18,2010-02-08,2015-02-08
100774,10690,20,18,2015-02-08,2020-02-08
100775,10690,15,18,2020-02-08,
100776,10691,5,28,2024-08-03,
100777,10692,18,10,2025-04-15,
100778,10693,6,13,2022-06-06,
100779,10694,12,38,2026-01-12,
100780,10695,22,1,2009-09-25,2014-09-25
100781,10695,13,1,2014-09-25,2019-09-25
100782,10695,7,1,2019-09-25,
100783,10696,2,41,1998-03-12,2005-03-12
100784,10696,15,41,2005-03-12,2012-03-12
100785,10696,18,41,2012-03-12,2019-03-12
100786,10696,10,41,2019-03-12,
100787,10697,16,33,1991-10-07,1999-10-07
100788,10697,10,33,1999-10-07,2007-10-07
100789,10697,2,33,2007-10-07,2015-10-07
100790,10697,7,33,2015-10-07,
100791,10698,18,8,1998-06-23,2005-06-23
100792,10698,23,8,2005-06-23,2012-06-23
100793,10698,11,8,2012-06-23,2019-06-23
100794,10698,4,8,2019-06-23,
100795,10699,17,10,2015-10-13,2018-10-13
100796,10699,4,10,2018-10-13,2021-10-13
100797,10699,14,10,2021-10-13,
100798,10700,4,44,2017-11-11,2021-11-11
100799,10700,15,44,2021-11-11,
100800,10701,4,16,2021-12-14,2023-12-14
100801,10701,22,16,2023-12-14,
100802,10702,5,21,2024-05-17,
100803,10703,23,12,2011-08-13,2016-08-13
100804,10703,5,12,2016-08-13,2021-08-13
100805,10703,21,12,2021-08-13,
100806,10704,21,37,2005-04-23,2010-04-23
100807,10704,8,37,2010-04-23,2015-04-23
100808,10704,16,37,2015-04-23,2020-04-23
100809,10704,12,37,2020-04-23,
100810,10705,11,19,2023-06-23,
100811,10706,4,12,1998-10-12,2005-10-12
100812,10706,12,12,2005-10-12,2012-10-12
100813,10706,5,12,2012-10-12,2019-10-12
100814,10706,1,12,2019-10-12,
100815,10707,7,13,2010-11-14,2015-11-14
100816,10707,22,13,2015-11-14,2020-11-14
100817,10707,2,13,2020-11-14,
100818,10708,16,1,2020-07-16,2023-07-16
100819,10708,3,1,2023-07-16,
100820,10709,13,33,2011-04-10,2016-04-10
100821,10709,15,33,2016-04-10,2021-04-10
100822,10709,21,33,2021-04-10,
100823,10710,5,30,2000-12-15,2006-12-15
100824,10710,1,30,2006-12-15,2012-12-15
100825,10710,17,30,2012-12-15,2018-12-15
100826,10710,12,30,2018-12-15,
100827,10711,17,15,2002-12-08,2008-12-08
100828,10711,18,15,2008-12-08,2014-12-08
100829,10711,20,15,2014-12-08,2020-12-08
100830,10711,2,15,2020-12-08,
100831,10712,19,3,2021-07-23,2023-07-23
100832,10712,17,3,2023-07-23,
100833,10713,12,47,2016-03-08,2019-03-08
100834,10713,21,47,2019-03-08,2022-03-08
100835,10713,14,47,2022-03-08,
100836,10714,4,47,2020-04-07,2023-04-07
100837,10714,17,47,2023-04-07,
100838,10715,18,6,2003-02-15,2008-02-15
100839,10715,16,6,2008-02-15,2013-02-15
100840,10715,17,6,2013-02-15,2018-02-15
100841,10715,6,6,2018-02-15,
100842,10716,10,27,2015-01-02,2018-01-02
100843,10716,13,27,2018-01-02,2021-01-02
100844,10716,16,27,2021-01-02,
100845,10717,6,9,2025-06-21,
100846,10718,12,39,2019-06-14,2022-06-14
100847,10718,22,39,2022-06-14,
100848,10719,16,30,2014-05-28,2018-05-28
100849,10719,18,30,2018-05-28,2022-05-28
100850,10719,8,30,2022-05-28,
100851,10720,22,12,2003-06-03,2008-06-03
100852,10720,3,12,2008-06-03,2013-06-03
100853,10720,1,12,2013-06-03,2018-06-03
100854,10720,12,12,2018-06-03,
100855,10721,22,40,2024-06-25,
100856,10722,3,2,1990-10-16,1999-10-16
100857,10722,12,2,1999-10-16,2008-10-16
100858,10722,18,2,2008-10-16,2017-10-16
100859,10722,1,2,2017-10-16,
100860,10723,8,11,2009-04-20,2014-04-20
100861,10723,20,11,2014-04-20,2019-04-20
100862,10723,5,11,2019-04-20,
100863,10724,2,31,2016-10-26,2019-10-26
100864,10724,4,31,2019-10-26,2022-10-26
100865,10724,11,31,2022-10-26,
100866,10725,8,26,2017-02-24,2021-02-24
100867,10725,12,26,2021-02-24,
100868,10726,6,30,2010-09-22,2015-09-22
100869,10726,15,30,2015-09-22,2020-09-22
100870,10726,23,30,2020-09-22,
100871,10727,1,33,2008-03-22,2014-03-22
100872,10727,15,33,2014-03-22,2020-03-22
100873,10727,20,33,2020-03-22,
100874,10728,9,24,2006-11-08,2011-11-08
100875,10728,14,24,2011-11-08,2016-11-08
100876,10728,10,24,2016-11-08,2021-11-08
100877,10728,2,24,2021-11-08,
100878,10729,20,21,2014-07-16,2018-07-16
100879,10729,21,21,2018-07-16,2022-07-16
100880,10729,7,21,2022-07-16,
100881,10730,7,46,2004-04-02,2009-04-02
100882,10730,10,46,2009-04-02,2014-04-02
100883,10730,23,46,2014-04-02,2019-04-02
100884,10730,21,46,2019-04-02,
100885,10731,11,38,2013-08-09,2017-08-09
100886,10731,18,38,2017-08-09,2021-08-09
100887,10731,8,38,2021-08-09,
100888,10732,19,29,2013-03-07,2017-03-07
100889,10732,2,29,2017-03-07,2021-03-07
100890,10732,20,29,2021-03-07,
100891,10733,20,17,2016-05-11,2019-05-11
100892,10733,5,17,2019-05-11,2022-05-11
100893,10733,11,17,2022-05-11,
100894,10734,12,28,2012-11-07,2016-11-07
100895,10734,14,28,2016-11-07,2020-11-07
100896,10734,22,28,2020-11-07,
100897,10735,2,8,2010-07-12,2015-07-12
100898,10735,7,8,2015-07-12,2020-07-12
100899,10735,4,8,2020-07-12,
100900,10736,9,15,2010-08-21,2015-08-21
100901,10736,21,15,2015-08-21,2020-08-21
100902,10736,4,15,2020-08-21,
100903,10737,21,3,2025-03-17,
100904,10738,16,21,2023-05-19,
100905,10739,11,2,2020-04-18,2023-04-18
100906,10739,3,2,2023-04-18,
100907,10740,11,16,2019-08-26,2022-08-26
100908,10740,3,16,2022-08-26,
100909,10741,23,7,1987-01-09,1996-01-09
100910,10741,17,7,1996-01-09,2005-01-09
100911,10741,20,7,2005-01-09,2014-01-09
100912,10741,14,7,2014-01-09,
100913,10742,2,41,2016-06-01,2019-06-01
100914,10742,13,41,2019-06-01,2022-06-01
100915,10742,9,41,2022-06-01,
100916,10743,16,35,1990-03-03,1999-03-03
100917,10743,11,35,1999-03-03,2008-03-03
100918,10743,10,35,2008-03-03,2017-03-03
100919,10743,21,35,2017-03-03,
100920,10744,7,19,2021-10-12,2023-10-12
100921,10744,6,19,2023-10-12,
100922,10745,4,4,2018-12-06,2022-12-06
100923,10745,1,4,2022-12-06,
100924,10746,7,11,2020-05-24,2023-05-24
100925,10746,21,11,2023-05-24,
100926,10747,4,32,2012-05-06,2016-05-06
100927,10747,7,32,2016-05-06,2020-05-06
100928,10747,3,32,2020-05-06,
100929,10748,10,43,2026-04-23,
100930,10749,9,8,2020-03-17,2023-03-17
100931,10749,23,8,2023-03-17,
100932,10750,21,44,2019-04-24,2022-04-24
100933,10750,18,44,2022-04-24,
100934,10751,1,36,2019-11-03,2022-11-03
100935,10751,9,36,2022-11-03,
100936,10752,21,22,2019-11-09,2022-11-09
100937,10752,10,22,2022-11-09,
100938,10753,15,37,2026-04-18,
100939,10754,12,14,2015-05-28,2018-05-28
100940,10754,4,14,2018-05-28,2021-05-28
100941,10754,10,14,2021-05-28,
100942,10755,13,41,2023-06-27,
100943,10756,4,29,1994-01-19,2002-01-19
100944,10756,7,29,2002-01-19,2010-01-19
100945,10756,3,29,2010-01-19,2018-01-19
100946,10756,11,29,2018-01-19,
100947,10757,7,21,2024-01-16,
100948,10758,4,41,2022-05-08,
100949,10759,5,41,1999-08-16,2005-08-16
100950,10759,19,41,2005-08-16,2011-08-16
100951,10759,15,41,2011-08-16,2017-08-16
100952,10759,1,41,2017-08-16,
100953,10760,12,42,2008-06-09,2014-06-09
100954,10760,7,42,2014-06-09,2020-06-09
100955,10760,23,42,2020-06-09,
100956,10761,17,13,2018-04-21,2022-04-21
100957,10761,4,13,2022-04-21,
100958,10762,8,41,2015-07-18,2018-07-18
100959,10762,14,41,2018-07-18,2021-07-18
100960,10762,7,41,2021-07-18,
100961,10763,11,44,2010-02-10,2015-02-10
100962,10763,5,44,2015-02-10,2020-02-10
100963,10763,14,44,2020-02-10,
100964,10764,11,24,2026-01-01,
100965,10765,18,2,2011-02-13,2016-02-13
100966,10765,9,2,2016-02-13,2021-02-13
100967,10765,17,2,2021-02-13,
100968,10766,16,5,2013-07-03,2017-07-03
100969,10766,18,5,2017-07-03,2021-07-03
100970,10766,19,5,2021-07-03,
100971,10767,3,16,2014-09-03,2018-09-03
100972,10767,8,16,2018-09-03,2022-09-03
100973,10767,1,16,2022-09-03,
100974,10768,11,23,2016-04-28,2019-04-28
100975,10768,23,23,2019-04-28,2022-04-28
100976,10768,3,23,2022-04-28,
100977,10769,10,23,2002-04-22,2008-04-22
100978,10769,7,23,2008-04-22,2014-04-22
100979,10769,22,23,2014-04-22,2020-04-22
100980,10769,3,23,2020-04-22,
100981,10770,19,22,2023-10-28,
100982,10771,6,23,1994-02-13,2002-02-13
100983,10771,13,23,2002-02-13,2010-02-13
100984,10771,5,23,2010-02-13,2018-02-13
100985,10771,8,23,2018-02-13,
100986,10772,11,13,2022-04-09,
100987,10773,13,14,2023-01-06,
100988,10774,20,14,2016-08-11,2019-08-11
100989,10774,13,14,2019-08-11,2022-08-11
100990,10774,4,14,2022-08-11,
100991,10775,9,8,2011-02-13,2016-02-13
100992,10775,6,8,2016-02-13,2021-02-13
100993,10775,12,8,2021-02-13,
100994,10776,21,41,2024-02-26,
100995,10777,16,32,2017-12-18,2021-12-18
100996,10777,21,32,2021-12-18,
100997,10778,2,47,2020-12-03,2023-12-03
100998,10778,10,47,2023-12-03,
100999,10779,17,14,2025-06-21,
101000,10780,16,16,1999-09-09,2005-09-09
101001,10780,23,16,2005-09-09,2011-09-09
101002,10780,12,16,2011-09-09,2017-09-09
101003,10780,8,16,2017-09-09,
101004,10781,16,43,2017-01-16,2021-01-16
101005,10781,9,43,2021-01-16,
101006,10782,18,29,2021-01-23,2023-01-23
101007,10782,3,29,2023-01-23,
101008,10783,9,16,2005-10-06,2010-10-06
101009,10783,14,16,2010-10-06,2015-10-06
101010,10783,4,16,2015-10-06,2020-10-06
101011,10783,11,16,2020-10-06,
101012,10784,5,2,2015-12-15,2018-12-15
101013,10784,17,2,2018-12-15,2021-12-15
101014,10784,1,2,2021-12-15,
101015,10785,19,10,2007-04-16,2013-04-16
101016,10785,5,10,2013-04-16,2019-04-16
101017,10785,13,10,2019-04-16,
101018,10786,5,44,2007-02-19,2013-02-19
101019,10786,9,44,2013-02-19,2019-02-19
101020,10786,3,44,2019-02-19,
101021,10787,5,38,2023-08-18,
101022,10788,3,43,2002-11-06,2008-11-06
101023,10788,10,43,2008-11-06,2014-11-06
101024,10788,19,43,2014-11-06,2020-11-06
101025,10788,9,43,2020-11-06,
101026,10789,6,27,2023-02-20,
101027,10790,3,17,2024-09-11,
101028,10791,4,3,2013-07-25,2017-07-25
101029,10791,8,3,2017-07-25,2021-07-25
101030,10791,21,3,2021-07-25,
101031,10792,11,47,2021-08-26,2023-08-26
101032,10792,3,47,2023-08-26,
101033,10793,21,19,2023-09-25,
101034,10794,20,38,2025-12-16,
101035,10795,2,45,2025-10-10,
101036,10796,6,20,2012-01-09,2016-01-09
101037,10796,4,20,2016-01-09,2020-01-09
101038,10796,8,20,2020-01-09,
101039,10797,18,27,2005-11-26,2010-11-26
101040,10797,15,27,2010-11-26,2015-11-26
101041,10797,2,27,2015-11-26,2020-11-26
101042,10797,11,27,2020-11-26,
101043,10798,10,5,2011-05-17,2016-05-17
101044,10798,2,5,2016-05-17,2021-05-17
101045,10798,23,5,2021-05-17,
101046,10799,20,10,2024-11-05,
101047,10800,6,9,2019-12-28,2022-12-28
101048,10800,18,9,2022-12-28,
101049,10801,22,39,2017-02-19,2021-02-19
101050,10801,2,39,2021-02-19,
101051,10802,9,19,2009-09-15,2014-09-15
101052,10802,4,19,2014-09-15,2019-09-15
101053,10802,12,19,2019-09-15,
101054,10803,13,45,2004-11-03,2009-11-03
101055,10803,5,45,2009-11-03,2014-11-03
101056,10803,3,45,2014-11-03,2019-11-03
101057,10803,4,45,2019-11-03,
101058,10804,23,13,2023-07-09,
101059,10805,10,20,2012-08-18,2016-08-18
101060,10805,6,20,2016-08-18,2020-08-18
101061,10805,12,20,2020-08-18,
101062,10806,14,31,2017-04-15,2021-04-15
101063,10806,7,31,2021-04-15,
101064,10807,4,22,2015-11-19,2018-11-19
101065,10807,10,22,2018-11-19,2021-11-19
101066,10807,14,22,2021-11-19,
101067,10808,5,41,2025-02-15,
101068,10809,15,4,2015-06-28,2018-06-28
101069,10809,8,4,2018-06-28,2021-06-28
101070,10809,6,4,2021-06-28,
101071,10810,8,4,2021-03-05,2023-03-05
101072,10810,18,4,2023-03-05,
101073,10811,9,30,2022-10-01,
101074,10812,23,32,2022-11-06,
101075,10813,17,41,2024-01-07,
101076,10814,21,27,2017-03-05,2021-03-05
101077,10814,15,27,2021-03-05,
101078,10815,11,40,2018-01-07,2022-01-07
101079,10815,8,40,2022-01-07,
101080,10816,1,10,2012-07-06,2016-07-06
101081,10816,3,10,2016-07-06,2020-07-06
101082,10816,16,10,2020-07-06,
101083,10817,21,19,2011-08-28,2016-08-28
101084,10817,9,19,2016-08-28,2021-08-28
101085,10817,1,19,2021-08-28,
101086,10818,14,15,2017-06-27,2021-06-27
101087,10818,3,15,2021-06-27,
101088,10819,14,31,2002-06-07,2008-06-07
101089,10819,5,31,2008-06-07,2014-06-07
101090,10819,23,31,2014-06-07,2020-06-07
101091,10819,7,31,2020-06-07,
101092,10820,11,34,2017-04-17,2021-04-17
101093,10820,19,34,2021-04-17,
101094,10821,4,12,2018-10-14,2022-10-14
101095,10821,3,12,2022-10-14,
101096,10822,19,47,1999-10-09,2005-10-09
101097,10822,15,47,2005-10-09,2011-10-09
101098,10822,10,47,2011-10-09,2017-10-09
101099,10822,4,47,2017-10-09,
101100,10823,1,42,2017-01-03,2021-01-03
101101,10823,2,42,2021-01-03,
101102,10824,22,32,2025-04-07,
101103,10825,12,41,2010-03-25,2015-03-25
101104,10825,19,41,2015-03-25,2020-03-25
101105,10825,8,41,2020-03-25,
101106,10826,9,16,2015-05-21,2018-05-21
101107,10826,22,16,2018-05-21,2021-05-21
101108,10826,14,16,2021-05-21,
101109,10827,16,43,2024-05-09,
101110,10828,11,10,2019-02-17,2022-02-17
101111,10828,2,10,2022-02-17,
101112,10829,21,44,2012-10-23,2016-10-23
101113,10829,14,44,2016-10-23,2020-10-23
101114,10829,10,44,2020-10-23,
101115,10830,3,40,1998-08-26,2005-08-26
101116,10830,18,40,2005-08-26,2012-08-26
101117,10830,2,40,2012-08-26,2019-08-26
101118,10830,16,40,2019-08-26,
101119,10831,2,36,2020-06-03,2023-06-03
101120,10831,13,36,2023-06-03,
101121,10832,1,11,2018-05-08,2022-05-08
101122,10832,16,11,2022-05-08,
101123,10833,7,9,2023-11-14,
101124,10834,22,33,2025-01-15,
101125,10835,11,43,1992-02-11,2000-02-11
101126,10835,17,43,2000-02-11,2008-02-11
101127,10835,19,43,2008-02-11,2016-02-11
101128,10835,5,43,2016-02-11,
101129,10836,21,36,2020-08-01,2023-08-01
101130,10836,13,36,2023-08-01,
101131,10837,18,44,2025-05-04,
101132,10838,19,30,2024-02-09,
101133,10839,4,19,2024-01-13,
101134,10840,22,43,2014-05-15,2018-05-15
101135,10840,13,43,2018-05-15,2022-05-15
101136,10840,1,43,2022-05-15,
101137,10841,7,4,2009-11-22,2014-11-22
101138,10841,21,4,2014-11-22,2019-11-22
101139,10841,17,4,2019-11-22,
101140,10842,20,42,2024-03-06,
101141,10843,3,35,2010-09-12,2015-09-12
101142,10843,10,35,2015-09-12,2020-09-12
101143,10843,2,35,2020-09-12,
101144,10844,18,15,2012-10-06,2016-10-06
101145,10844,21,15,2016-10-06,2020-10-06
101146,10844,10,15,2020-10-06,
101147,10845,8,1,2016-12-23,2019-12-23
101148,10845,9,1,2019-12-23,2022-12-23
101149,10845,23,1,2022-12-23,
101150,10846,7,45,1995-10-16,2002-10-16
101151,10846,22,45,2002-10-16,2009-10-16
101152,10846,2,45,2009-10-16,2016-10-16
101153,10846,17,45,2016-10-16,
101154,10847,16,36,2014-01-21,2018-01-21
101155,10847,10,36,2018-01-21,2022-01-21
101156,10847,23,36,2022-01-21,
101157,10848,1,3,2021-08-19,2023-08-19
101158,10848,15,3,2023-08-19,
101159,10849,5,39,2016-09-06,2019-09-06
101160,10849,13,39,2019-09-06,2022-09-06
101161,10849,11,39,2022-09-06,
101162,10850,18,30,2001-07-19,2007-07-19
101163,10850,17,30,2007-07-19,2013-07-19
101164,10850,20,30,2013-07-19,2019-07-19
101165,10850,14,30,2019-07-19,
101166,10851,13,34,2015-01-19,2018-01-19
101167,10851,21,34,2018-01-19,2021-01-19
101168,10851,8,34,2021-01-19,
101169,10852,2,21,2024-06-21,
101170,10853,21,21,2010-08-13,2015-08-13
101171,10853,10,21,2015-08-13,2020-08-13
101172,10853,8,21,2020-08-13,
101173,10854,17,13,2015-03-20,2018-03-20
101174,10854,18,13,2018-03-20,2021-03-20
101175,10854,2,13,2021-03-20,
101176,10855,14,30,1988-04-05,1997-04-05
101177,10855,13,30,1997-04-05,2006-04-05
101178,10855,11,30,2006-04-05,2015-04-05
101179,10855,1,30,2015-04-05,
101180,10856,11,13,2022-01-21,
101181,10857,8,33,2011-10-25,2016-10-25
101182,10857,14,33,2016-10-25,2021-10-25
101183,10857,15,33,2021-10-25,
101184,10858,11,45,2007-08-04,2013-08-04
101185,10858,16,45,2013-08-04,2019-08-04
101186,10858,17,45,2019-08-04,
101187,10859,11,15,2019-04-01,2022-04-01
101188,10859,22,15,2022-04-01,
101189,10860,15,47,2010-02-06,2015-02-06
101190,10860,2,47,2015-02-06,2020-02-06
101191,10860,14,47,2020-02-06,
101192,10861,21,12,2019-07-13,2022-07-13
101193,10861,2,12,2022-07-13,
101194,10862,7,37,2022-08-10,
101195,10863,14,29,2014-03-27,2018-03-27
101196,10863,10,29,2018-03-27,2022-03-27
101197,10863,1,29,2022-03-27,
101198,10864,11,32,2021-04-26,2023-04-26
101199,10864,3,32,2023-04-26,
101200,10865,5,13,2001-09-23,2007-09-23
101201,10865,13,13,2007-09-23,2013-09-23
101202,10865,2,13,2013-09-23,2019-09-23
101203,10865,11,13,2019-09-23,
101204,10866,12,23,2026-04-01,
101205,10867,11,10,2024-03-23,
101206,10868,13,16,2025-08-24,
101207,10869,21,42,2015-04-26,2018-04-26
101208,10869,19,42,2018-04-26,2021-04-26
101209,10869,16,42,2021-04-26,
101210,10870,9,34,2022-11-24,
101211,10871,10,20,2009-09-23,2014-09-23
101212,10871,11,20,2014-09-23,2019-09-23
101213,10871,15,20,2019-09-23,
101214,10872,9,6,2025-08-16,
101215,10873,7,30,2018-08-04,2022-08-04
101216,10873,10,30,2022-08-04,
101217,10874,14,38,2012-08-20,2016-08-20
101218,10874,20,38,2016-08-20,2020-08-20
101219,10874,11,38,2020-08-20,
101220,10875,14,39,2023-04-02,
101221,10876,8,33,2020-09-26,2023-09-26
101222,10876,17,33,2023-09-26,
101223,10877,18,33,2017-01-02,2021-01-02
101224,10877,2,33,2021-01-02,
101225,10878,20,12,2016-10-08,2019-10-08
101226,10878,9,12,2019-10-08,2022-10-08
101227,10878,15,12,2022-10-08,
101228,10879,11,16,1993-06-03,2001-06-03
101229,10879,22,16,2001-06-03,2009-06-03
101230,10879,15,16,2009-06-03,2017-06-03
101231,10879,16,16,2017-06-03,
101232,10880,12,19,2011-04-23,2016-04-23
101233,10880,6,19,2016-04-23,2021-04-23
101234,10880,5,19,2021-04-23,
101235,10881,12,16,2009-08-10,2014-08-10
101236,10881,4,16,2014-08-10,2019-08-10
101237,10881,23,16,2019-08-10,
101238,10882,17,13,2011-07-13,2016-07-13
101239,10882,20,13,2016-07-13,2021-07-13
101240,10882,21,13,2021-07-13,
101241,10883,22,21,2008-11-03,2014-11-03
101242,10883,4,21,2014-11-03,2020-11-03
101243,10883,18,21,2020-11-03,
101244,10884,17,37,2016-02-09,2019-02-09
101245,10884,14,37,2019-02-09,2022-02-09
101246,10884,19,37,2022-02-09,
101247,10885,16,12,2020-04-02,2023-04-02
101248,10885,4,12,2023-04-02,
101249,10886,21,22,2025-01-28,
101250,10887,9,5,2025-02-14,
101251,10888,22,36,2020-02-01,2023-02-01
101252,10888,5,36,2023-02-01,
101253,10889,21,13,2022-12-01,
101254,10890,11,19,2018-06-28,2022-06-28
101255,10890,23,19,2022-06-28,
101256,10891,9,11,2025-01-23,
101257,10892,6,11,2003-10-17,2008-10-17
101258,10892,23,11,2008-10-17,2013-10-17
101259,10892,11,11,2013-10-17,2018-10-17
101260,10892,20,11,2018-10-17,
101261,10893,5,34,2026-02-12,
101262,10894,5,33,2025-01-01,
101263,10895,9,43,2019-12-18,2022-12-18
101264,10895,23,43,2022-12-18,
101265,10896,7,20,1993-08-27,2001-08-27
101266,10896,23,20,2001-08-27,2009-08-27
101267,10896,14,20,2009-08-27,2017-08-27
101268,10896,8,20,2017-08-27,
101269,10897,4,19,2026-06-21,
101270,10898,9,5,2010-07-03,2015-07-03
101271,10898,11,5,2015-07-03,2020-07-03
101272,10898,2,5,2020-07-03,
101273,10899,18,11,2019-02-11,2022-02-11
101274,10899,2,11,2022-02-11,
101275,10900,5,25,2017-11-09,2021-11-09
101276,10900,1,25,2021-11-09,
101277,10901,13,24,2014-02-14,2018-02-14
101278,10901,3,24,2018-02-14,2022-02-14
