"riwayat_pangkat_id","pegawai_id","pangkat_id","tanggal_mulai","tanggal_selesai"
27367,14154,4,2017-12-18,2021-12-18
27368,14154,5,2021-12-18,
27369,14155,8,2023-08-08,
27370,14156,7,2026-03-20,
27371,14157,2,2025-12-24,
27372,14158,1,2017-08-26,
27373,14159,3,1992-06-27,2000-06-27
27374,14159,4,2000-06-27,2008-06-27
27375,14159,5,2008-06-27,2016-06-27
27376,14159,6,2016-06-27,
27377,14160,4,2010-07-02,2015-07-02
27378,14160,5,2015-07-02,2020-07-02
27379,14160,6,2020-07-02,
27380,14161,1,2023-02-22,
27381,14162,2,2025-09-08,
27382,14163,1,2016-08-03,
27383,14164,2,1995-05-15,2002-05-15
27384,14164,3,2002-05-15,2009-05-15
27385,14164,4,2009-05-15,2016-05-15
27386,14164,5,2016-05-15,
27387,14165,5,2012-08-25,2016-08-25
27388,14165,6,2016-08-25,2020-08-25
27389,14165,7,2020-08-25,
27390,14166,6,2010-02-07,2015-02-07
27391,14166,7,2015-02-07,2020-02-07
27392,14166,8,2020-02-07,
27393,14167,1,2013-09-05,2019-09-05
27394,14167,2,2019-09-05,
27395,14168,1,2001-09-26,2013-09-26
27396,14168,2,2013-09-26,
27397,14169,1,2015-10-08,2020-10-08
27398,14169,2,2020-10-08,
27399,14170,9,2023-11-06,
27400,14171,1,2010-05-23,
27401,14172,6,2013-08-10,2017-08-10
27402,14172,7,2017-08-10,2021-08-10
27403,14172,8,2021-08-10,
27404,14173,1,2021-02-27,
27405,14174,1,2022-04-17,
27406,14175,2,2003-03-25,2008-03-25
27407,14175,3,2008-03-25,2013-03-25
27408,14175,4,2013-03-25,2018-03-25
27409,14175,5,2018-03-25,
27410,14176,3,2012-09-25,2016-09-25
27411,14176,4,2016-09-25,2020-09-25
27412,14176,5,2020-09-25,
27413,14177,6,2009-06-17,2014-06-17
27414,14177,7,2014-06-17,2019-06-17
27415,14177,8,2019-06-17,
27416,14178,6,2011-06-24,2016-06-24
27417,14178,7,2016-06-24,2021-06-24
27418,14178,8,2021-06-24,
27419,14179,3,2013-04-21,2017-04-21
27420,14179,4,2017-04-21,2021-04-21
27421,14179,5,2021-04-21,
27422,14180,8,2020-05-08,2023-05-08
27423,14180,9,2023-05-08,
27424,14181,5,2004-10-19,2009-10-19
27425,14181,6,2009-10-19,2014-10-19
27426,14181,7,2014-10-19,2019-10-19
27427,14181,8,2019-10-19,
27428,14182,2,2023-11-26,
27429,14183,7,2019-03-09,2022-03-09
27430,14183,8,2022-03-09,
27431,14184,1,2004-02-21,2015-02-21
27432,14184,2,2015-02-21,
27433,14185,5,2016-07-06,2019-07-06
27434,14185,6,2019-07-06,2022-07-06
27435,14185,7,2022-07-06,
27436,14186,5,2003-03-02,2008-03-02
27437,14186,6,2008-03-02,2013-03-02
27438,14186,7,2013-03-02,2018-03-02
27439,14186,8,2018-03-02,
27440,14187,1,2007-05-21,
27441,14188,8,2025-01-19,
27442,14189,5,2017-03-28,2021-03-28
27443,14189,6,2021-03-28,
27444,14190,3,1994-12-02,2002-12-02
27445,14190,4,2002-12-02,2010-12-02
27446,14190,5,2010-12-02,2018-12-02
27447,14190,6,2018-12-02,
27448,14191,3,2012-02-21,2016-02-21
27449,14191,4,2016-02-21,2020-02-21
27450,14191,5,2020-02-21,
27451,14192,1,2026-03-08,
27452,14193,5,2021-04-17,2023-04-17
27453,14193,6,2023-04-17,
27454,14194,4,2020-01-15,2023-01-15
27455,14194,5,2023-01-15,
27456,14195,8,2021-04-19,2023-04-19
27457,14195,9,2023-04-19,
27458,14196,3,2001-04-20,2007-04-20
27459,14196,4,2007-04-20,2013-04-20
27460,14196,5,2013-04-20,2019-04-20
27461,14196,6,2019-04-20,
27462,14197,1,2017-08-24,
27463,14198,1,2012-02-09,2019-02-09
27464,14198,2,2019-02-09,
27465,14199,1,2020-08-10,
27466,14200,1,2006-07-26,
27467,14201,5,2016-07-24,2019-07-24
27468,14201,6,2019-07-24,2022-07-24
27469,14201,7,2022-07-24,
27470,14202,6,2016-10-16,2019-10-16
27471,14202,7,2019-10-16,2022-10-16
27472,14202,8,2022-10-16,
27473,14203,5,1998-09-01,2005-09-01
27474,14203,6,2005-09-01,2012-09-01
27475,14203,7,2012-09-01,2019-09-01
27476,14203,8,2019-09-01,
27477,14204,3,1994-02-15,2002-02-15
27478,14204,4,2002-02-15,2010-02-15
27479,14204,5,2010-02-15,2018-02-15
27480,14204,6,2018-02-15,
27481,14205,7,2016-12-10,2019-12-10
27482,14205,8,2019-12-10,2022-12-10
27483,14205,9,2022-12-10,
27484,14206,3,2006-03-10,2011-03-10
27485,14206,4,2011-03-10,2016-03-10
27486,14206,5,2016-03-10,2021-03-10
27487,14206,6,2021-03-10,
27488,14207,4,2021-06-05,2023-06-05
27489,14207,5,2023-06-05,
27490,14208,2,2026-03-24,
27491,14209,1,2018-03-20,2022-03-20
27492,14209,2,2022-03-20,
27493,14210,4,2002-04-09,2008-04-09
27494,14210,5,2008-04-09,2014-04-09
27495,14210,6,2014-04-09,2020-04-09
27496,14210,7,2020-04-09,
27497,14211,2,2023-10-15,
27498,14212,5,2026-02-22,
27499,14213,1,2021-05-10,
27500,14214,4,1999-03-16,2005-03-16
27501,14214,5,2005-03-16,2011-03-16
27502,14214,6,2011-03-16,2017-03-16
27503,14214,7,2017-03-16,
27504,14215,5,2021-10-28,2023-10-28
27505,14215,6,2023-10-28,
27506,14216,1,2014-10-28,
27507,14217,1,2024-01-04,
27508,14218,8,2020-11-11,2023-11-11
27509,14218,9,2023-11-11,
27510,14219,1,2023-09-23,
27511,14220,1,2025-10-04,
27512,14221,6,2012-04-03,2016-04-03
27513,14221,7,2016-04-03,2020-04-03
27514,14221,8,2020-04-03,
27515,14222,1,2020-11-06,
27516,14223,7,2024-03-16,
27517,14224,6,2024-09-01,
27518,14225,1,2005-06-16,2015-06-16
27519,14225,2,2015-06-16,
27520,14226,4,2002-04-28,2008-04-28
27521,14226,5,2008-04-28,2014-04-28
27522,14226,6,2014-04-28,2020-04-28
27523,14226,7,2020-04-28,
27524,14227,1,1993-07-21,
27525,14228,1,2016-05-16,
27526,14229,1,2014-07-04,2020-07-04
27527,14229,2,2020-07-04,
27528,14230,6,2008-08-02,2014-08-02
27529,14230,7,2014-08-02,2020-08-02
27530,14230,8,2020-08-02,
27531,14231,8,2022-10-08,
27532,14232,4,2003-09-13,2008-09-13
27533,14232,5,2008-09-13,2013-09-13
27534,14232,6,2013-09-13,2018-09-13
27535,14232,7,2018-09-13,
27536,14233,2,2022-12-05,
27537,14234,1,2017-01-16,
27538,14235,3,2003-05-08,2008-05-08
27539,14235,4,2008-05-08,2013-05-08
27540,14235,5,2013-05-08,2018-05-08
27541,14235,6,2018-05-08,
27542,14236,6,2009-09-21,2014-09-21
27543,14236,7,2014-09-21,2019-09-21
27544,14236,8,2019-09-21,
27545,14237,6,2014-02-06,2018-02-06
27546,14237,7,2018-02-06,2022-02-06
27547,14237,8,2022-02-06,
27548,14238,3,2004-09-02,2009-09-02
27549,14238,4,2009-09-02,2014-09-02
27550,14238,5,2014-09-02,2019-09-02
27551,14238,6,2019-09-02,
27552,14239,8,2023-04-22,
27553,14240,5,2018-03-08,2022-03-08
27554,14240,6,2022-03-08,
27555,14241,6,2016-05-28,2019-05-28
27556,14241,7,2019-05-28,2022-05-28
27557,14241,8,2022-05-28,
27558,14242,4,2002-02-11,2008-02-11
27559,14242,5,2008-02-11,2014-02-11
27560,14242,6,2014-02-11,2020-02-11
27561,14242,7,2020-02-11,
27562,14243,1,2019-03-26,2022-03-26
27563,14243,2,2022-03-26,
27564,14244,4,2014-12-13,2018-12-13
27565,14244,5,2018-12-13,2022-12-13
27566,14244,6,2022-12-13,
27567,14245,5,2006-10-01,2011-10-01
27568,14245,6,2011-10-01,2016-10-01
27569,14245,7,2016-10-01,2021-10-01
27570,14245,8,2021-10-01,
27571,14246,5,2011-04-23,2016-04-23
27572,14246,6,2016-04-23,2021-04-23
27573,14246,7,2021-04-23,
27574,14247,8,2025-11-04,
27575,14248,1,2026-02-13,
27576,14249,1,2008-03-08,
27577,14250,9,2025-07-06,
27578,14251,4,2004-06-09,2009-06-09
27579,14251,5,2009-06-09,2014-06-09
27580,14251,6,2014-06-09,2019-06-09
27581,14251,7,2019-06-09,
27582,14252,1,1987-02-27,
27583,14253,8,2024-07-12,
27584,14254,5,2011-01-10,2016-01-10
27585,14254,6,2016-01-10,2021-01-10
27586,14254,7,2021-01-10,
27587,14255,1,2021-09-08,2023-09-08
27588,14255,2,2023-09-08,
27589,14256,1,2023-04-10,
27590,14257,4,2009-03-16,2014-03-16
27591,14257,5,2014-03-16,2019-03-16
27592,14257,6,2019-03-16,
27593,14258,2,2022-08-01,
27594,14259,6,2012-04-27,2016-04-27
27595,14259,7,2016-04-27,2020-04-27
27596,14259,8,2020-04-27,
27597,14260,8,2023-07-21,
27598,14261,10,2026-04-15,
27599,14262,2,2025-09-28,
27600,14263,2,2024-03-10,
27601,14264,1,2019-09-24,2022-09-24
27602,14264,2,2022-09-24,
27603,14265,9,2026-06-10,
27604,14266,10,2022-04-16,
27605,14267,4,2020-11-08,2023-11-08
27606,14267,5,2023-11-08,
27607,14268,6,2011-09-03,2016-09-03
27608,14268,7,2016-09-03,2021-09-03
27609,14268,8,2021-09-03,
27610,14269,4,2005-08-16,2010-08-16
27611,14269,5,2010-08-16,2015-08-16
27612,14269,6,2015-08-16,2020-08-16
27613,14269,7,2020-08-16,
27614,14270,6,2023-04-17,
27615,14271,1,2018-08-26,
27616,14272,1,2026-05-07,
27617,14273,1,2024-04-07,
27618,14274,2,2025-10-27,
27619,14275,2,2005-02-14,2010-02-14
27620,14275,3,2010-02-14,2015-02-14
27621,14275,4,2015-02-14,2020-02-14
27622,14275,5,2020-02-14,
27623,14276,1,1999-01-11,
27624,14277,1,2005-01-07,2015-01-07
27625,14277,2,2015-01-07,
27626,14278,7,2018-03-05,2022-03-05
27627,14278,8,2022-03-05,
27628,14279,1,2005-03-24,
27629,14280,2,1991-04-06,1999-04-06
27630,14280,3,1999-04-06,2007-04-06
27631,14280,4,2007-04-06,2015-04-06
27632,14280,5,2015-04-06,
27633,14281,6,2013-07-06,2017-07-06
27634,14281,7,2017-07-06,2021-07-06
27635,14281,8,2021-07-06,
27636,14282,5,2020-12-07,2023-12-07
27637,14282,6,2023-12-07,
27638,14283,6,2018-02-20,2022-02-20
27639,14283,7,2022-02-20,
27640,14284,7,2014-11-04,2018-11-04
27641,14284,8,2018-11-04,2022-11-04
27642,14284,9,2022-11-04,
27643,14285,1,2026-07-09,
27644,14286,7,2020-09-24,2023-09-24
27645,14286,8,2023-09-24,
27646,14287,10,2023-06-14,
27647,14288,6,2020-04-21,2023-04-21
27648,14288,7,2023-04-21,
27649,14289,2,2024-01-23,
27650,14290,6,2013-02-10,2017-02-10
27651,14290,7,2017-02-10,2021-02-10
27652,14290,8,2021-02-10,
27653,14291,5,2024-09-28,
27654,14292,6,2026-07-22,
27655,14293,7,2024-01-10,
27656,14294,7,2024-12-04,
27657,14295,8,2020-10-28,2023-10-28
27658,14295,9,2023-10-28,
27659,14296,1,2013-05-01,
27660,14297,6,2020-05-13,2023-05-13
27661,14297,7,2023-05-13,
27662,14298,6,2026-01-10,
27663,14299,4,2016-07-06,2019-07-06
27664,14299,5,2019-07-06,2022-07-06
27665,14299,6,2022-07-06,
27666,14300,4,2004-12-18,2009-12-18
27667,14300,5,2009-12-18,2014-12-18
27668,14300,6,2014-12-18,2019-12-18
27669,14300,7,2019-12-18,
27670,14301,2,2024-11-10,
27671,14302,1,1999-10-13,
27672,14303,1,1990-05-05,
27673,14304,1,2026-01-11,
27674,14305,8,2025-06-19,
27675,14306,1,2021-07-10,2023-07-10
27676,14306,2,2023-07-10,
27677,14307,4,2017-02-10,2021-02-10
27678,14307,5,2021-02-10,
27679,14308,3,2008-12-24,2014-12-24
27680,14308,4,2014-12-24,2020-12-24
27681,14308,5,2020-12-24,
27682,14309,2,2023-01-23,
27683,14310,6,2012-08-10,2016-08-10
27684,14310,7,2016-08-10,2020-08-10
27685,14310,8,2020-08-10,
27686,14311,4,2021-09-02,2023-09-02
27687,14311,5,2023-09-02,
27688,14312,6,2016-06-14,2019-06-14
27689,14312,7,2019-06-14,2022-06-14
27690,14312,8,2022-06-14,
27691,14313,1,2016-05-05,
27692,14314,1,2013-11-24,
27693,14315,1,1995-07-15,2010-07-15
27694,14315,2,2010-07-15,
27695,14316,5,2011-10-27,2016-10-27
27696,14316,6,2016-10-27,2021-10-27
27697,14316,7,2021-10-27,
27698,14317,6,2015-07-14,2018-07-14
27699,14317,7,2018-07-14,2021-07-14
27700,14317,8,2021-07-14,
27701,14318,4,2014-03-01,2018-03-01
27702,14318,5,2018-03-01,2022-03-01
27703,14318,6,2022-03-01,
27704,14319,2,2026-02-04,
27705,14320,4,2006-11-14,2011-11-14
27706,14320,5,2011-11-14,2016-11-14
27707,14320,6,2016-11-14,2021-11-14
27708,14320,7,2021-11-14,
27709,14321,6,2022-12-15,
27710,14322,1,2023-07-11,
27711,14323,1,2026-02-07,
27712,14324,8,2024-02-02,
27713,14325,1,2017-04-02,
27714,14326,2,2024-09-11,
27715,14327,4,2018-06-04,2022-06-04
27716,14327,5,2022-06-04,
27717,14328,6,2017-07-13,2021-07-13
27718,14328,7,2021-07-13,
27719,14329,5,2004-07-14,2009-07-14
27720,14329,6,2009-07-14,2014-07-14
27721,14329,7,2014-07-14,2019-07-14
27722,14329,8,2019-07-14,
27723,14330,4,2018-04-09,2022-04-09
27724,14330,5,2022-04-09,
27725,14331,8,2019-09-16,2022-09-16
27726,14331,9,2022-09-16,
27727,14332,7,2022-01-19,
27728,14333,2,2023-04-28,
27729,14334,6,2023-04-08,
27730,14335,6,2013-04-17,2017-04-17
27731,14335,7,2017-04-17,2021-04-17
27732,14335,8,2021-04-17,
27733,14336,7,2024-04-08,
27734,14337,4,2008-06-02,2014-06-02
27735,14337,5,2014-06-02,2020-06-02
27736,14337,6,2020-06-02,
27737,14338,1,2022-07-18,
27738,14339,6,2019-12-26,2022-12-26
27739,14339,7,2022-12-26,
27740,14340,1,2009-07-27,
27741,14341,4,2001-05-05,2007-05-05
27742,14341,5,2007-05-05,2013-05-05
27743,14341,6,2013-05-05,2019-05-05
27744,14341,7,2019-05-05,
27745,14342,5,2014-08-27,2018-08-27
27746,14342,6,2018-08-27,2022-08-27
27747,14342,7,2022-08-27,
27748,14343,1,2016-06-18,2021-06-18
27749,14343,2,2021-06-18,
27750,14344,1,2026-04-02,
27751,14345,1,2026-03-08,
27752,14346,1,2021-12-13,2023-12-13
27753,14346,2,2023-12-13,
27754,14347,1,2023-01-05,
27755,14348,10,2024-02-05,
27756,14349,1,2011-10-19,2018-10-19
27757,14349,2,2018-10-19,
27758,14350,2,2024-11-17,
27759,14351,1,2005-12-10,
27760,14352,1,2020-01-23,2023-01-23
27761,14352,2,2023-01-23,
27762,14353,5,2012-08-07,2016-08-07
27763,14353,6,2016-08-07,2020-08-07
27764,14353,7,2020-08-07,
27765,14354,3,2007-12-21,2013-12-21
27766,14354,4,2013-12-21,2019-12-21
27767,14354,5,2019-12-21,
27768,14355,3,2003-07-28,2008-07-28
27769,14355,4,2008-07-28,2013-07-28
27770,14355,5,2013-07-28,2018-07-28
27771,14355,6,2018-07-28,
27772,14356,6,2024-05-09,
27773,14357,5,2020-01-22,2023-01-22
27774,14357,6,2023-01-22,
27775,14358,1,2012-02-12,2019-02-12
27776,14358,2,2019-02-12,
27777,14359,4,2014-09-23,2018-09-23
27778,14359,5,2018-09-23,2022-09-23
27779,14359,6,2022-09-23,
27780,14360,1,1998-04-17,
27781,14361,6,2015-04-19,2018-04-19
27782,14361,7,2018-04-19,2021-04-19
27783,14361,8,2021-04-19,
27784,14362,1,2013-12-01,
27785,14363,8,2025-02-19,
27786,14364,1,2001-02-13,
27787,14365,5,2026-05-21,
27788,14366,2,2024-02-12,
27789,14367,2,2000-01-03,2006-01-03
27790,14367,3,2006-01-03,2012-01-03
27791,14367,4,2012-01-03,2018-01-03
27792,14367,5,2018-01-03,
27793,14368,1,2019-10-11,2022-10-11
27794,14368,2,2022-10-11,
27795,14369,6,2025-07-20,
27796,14370,1,1998-04-10,
27797,14371,8,2025-09-03,
27798,14372,4,2019-03-22,2022-03-22
27799,14372,5,2022-03-22,
27800,14373,1,2007-02-09,
27801,14374,1,2007-02-23,
27802,14375,5,2023-12-24,
27803,14376,7,2024-03-21,
27804,14377,7,2019-08-01,2022-08-01
27805,14377,8,2022-08-01,
27806,14378,2,2006-04-07,2011-04-07
27807,14378,3,2011-04-07,2016-04-07
27808,14378,4,2016-04-07,2021-04-07
27809,14378,5,2021-04-07,
27810,14379,1,1990-03-28,
27811,14380,3,2012-02-19,2016-02-19
27812,14380,4,2016-02-19,2020-02-19
27813,14380,5,2020-02-19,
27814,14381,7,2024-03-27,
27815,14382,5,2024-01-04,
27816,14383,1,2010-02-26,2018-02-26
27817,14383,2,2018-02-26,
27818,14384,8,2023-11-19,
27819,14385,3,2014-09-22,2018-09-22
27820,14385,4,2018-09-22,2022-09-22
27821,14385,5,2022-09-22,
27822,14386,1,2016-02-25,
27823,14387,1,2022-09-09,
27824,14388,6,2020-07-14,2023-07-14
27825,14388,7,2023-07-14,
27826,14389,2,2006-01-16,2011-01-16
27827,14389,3,2011-01-16,2016-01-16
27828,14389,4,2016-01-16,2021-01-16
27829,14389,5,2021-01-16,
27830,14390,2,2024-10-06,
27831,14391,3,2012-06-28,2016-06-28
27832,14391,4,2016-06-28,2020-06-28
27833,14391,5,2020-06-28,
27834,14392,4,2019-05-23,2022-05-23
27835,14392,5,2022-05-23,
27836,14393,4,2012-02-19,2016-02-19
27837,14393,5,2016-02-19,2020-02-19
27838,14393,6,2020-02-19,
27839,14394,8,2020-07-07,2023-07-07
27840,14394,9,2023-07-07,
27841,14395,5,2013-04-06,2017-04-06
27842,14395,6,2017-04-06,2021-04-06
27843,14395,7,2021-04-06,
27844,14396,6,2016-05-10,2019-05-10
27845,14396,7,2019-05-10,2022-05-10
27846,14396,8,2022-05-10,
27847,14397,4,2012-06-18,2016-06-18
27848,14397,5,2016-06-18,2020-06-18
27849,14397,6,2020-06-18,
27850,14398,1,2021-10-19,2023-10-19
27851,14398,2,2023-10-19,
27852,14399,7,2022-12-05,
27853,14400,6,2024-10-26,
27854,14401,3,2010-06-27,2015-06-27
27855,14401,4,2015-06-27,2020-06-27
27856,14401,5,2020-06-27,
27857,14402,2,2026-07-12,
27858,14403,10,2024-07-28,
27859,14404,5,2003-05-03,2008-05-03
27860,14404,6,2008-05-03,2013-05-03
27861,14404,7,2013-05-03,2018-05-03
27862,14404,8,2018-05-03,
27863,14405,5,2020-01-21,2023-01-21
27864,14405,6,2023-01-21,
27865,14406,4,2010-03-05,2015-03-05
27866,14406,5,2015-03-05,2020-03-05
27867,14406,6,2020-03-05,
27868,14407,5,2022-02-15,
27869,14408,8,2020-07-07,2023-07-07
27870,14408,9,2023-07-07,
27871,14409,8,2024-06-15,
27872,14410,8,2025-07-11,
27873,14411,6,2015-02-27,2018-02-27
27874,14411,7,2018-02-27,2021-02-27
27875,14411,8,2021-02-27,
27876,14412,5,2026-04-24,
27877,14413,5,2019-01-20,2022-01-20
27878,14413,6,2022-01-20,
27879,14414,8,2025-08-10,
27880,14415,6,2012-02-11,2016-02-11
27881,14415,7,2016-02-11,2020-02-11
27882,14415,8,2020-02-11,
27883,14416,2,2025-09-20,
27884,14417,5,2019-03-10,2022-03-10
27885,14417,6,2022-03-10,
27886,14418,7,2018-07-11,2022-07-11
27887,14418,8,2022-07-11,
27888,14419,1,2001-02-27,
27889,14420,7,2017-05-19,2021-05-19
27890,14420,8,2021-05-19,
27891,14421,1,2003-05-16,
27892,14422,6,2026-03-08,
27893,14423,1,2014-05-22,2020-05-22
27894,14423,2,2020-05-22,
27895,14424,1,1992-06-21,
27896,14425,1,2009-01-16,
27897,14426,1,2008-10-02,2017-10-02
27898,14426,2,2017-10-02,
27899,14427,9,2022-12-16,
27900,14428,1,2020-03-25,2023-03-25
27901,14428,2,2023-03-25,
27902,14429,1,2018-10-03,
27903,14430,1,2019-03-21,
27904,14431,7,2024-01-25,
27905,14432,2,2024-01-08,
27906,14433,4,2019-11-16,2022-11-16
27907,14433,5,2022-11-16,
27908,14434,9,2022-09-07,
27909,14435,1,2004-09-22,
27910,14436,1,2008-07-07,2017-07-07
27911,14436,2,2017-07-07,
27912,14437,8,2025-07-17,
27913,14438,2,2004-09-14,2009-09-14
27914,14438,3,2009-09-14,2014-09-14
27915,14438,4,2014-09-14,2019-09-14
27916,14438,5,2019-09-14,
27917,14439,1,2006-09-14,
27918,14440,2,2003-03-11,2008-03-11
27919,14440,3,2008-03-11,2013-03-11
27920,14440,4,2013-03-11,2018-03-11
27921,14440,5,2018-03-11,
27922,14441,1,2018-06-18,
27923,14442,1,2024-04-28,
27924,14443,6,2017-11-22,2021-11-22
27925,14443,7,2021-11-22,
27926,14444,5,2012-01-23,2016-01-23
27927,14444,6,2016-01-23,2020-01-23
27928,14444,7,2020-01-23,
27929,14445,3,2010-11-11,2015-11-11
27930,14445,4,2015-11-11,2020-11-11
27931,14445,5,2020-11-11,
27932,14446,4,2014-07-04,2018-07-04
27933,14446,5,2018-07-04,2022-07-04
27934,14446,6,2022-07-04,
27935,14447,1,1999-03-02,2012-03-02
27936,14447,2,2012-03-02,
27937,14448,8,2023-01-09,
27938,14449,2,2025-01-18,
27939,14450,6,2014-06-11,2018-06-11
27940,14450,7,2018-06-11,2022-06-11
27941,14450,8,2022-06-11,
27942,14451,7,2024-08-01,
27943,14452,4,2001-12-08,2007-12-08
27944,14452,5,2007-12-08,2013-12-08
27945,14452,6,2013-12-08,2019-12-08
27946,14452,7,2019-12-08,
27947,14453,5,2017-12-19,2021-12-19
27948,14453,6,2021-12-19,
27949,14454,6,2008-12-28,2014-12-28
27950,14454,7,2014-12-28,2020-12-28
27951,14454,8,2020-12-28,
27952,14455,1,2024-12-01,
27953,14456,2,2022-02-16,
27954,14457,8,2018-08-08,2022-08-08
27955,14457,9,2022-08-08,
27956,14458,6,2011-12-16,2016-12-16
27957,14458,7,2016-12-16,2021-12-16
27958,14458,8,2021-12-16,
27959,14459,6,2007-07-02,2013-07-02
27960,14459,7,2013-07-02,2019-07-02
27961,14459,8,2019-07-02,
27962,14460,3,2005-03-05,2010-03-05
27963,14460,4,2010-03-05,2015-03-05
27964,14460,5,2015-03-05,2020-03-05
27965,14460,6,2020-03-05,
27966,14461,8,2026-05-27,
27967,14462,9,2024-06-22,
27968,14463,3,1997-12-04,2004-12-04
27969,14463,4,2004-12-04,2011-12-04
27970,14463,5,2011-12-04,2018-12-04
27971,14463,6,2018-12-04,
27972,14464,6,2022-09-18,
27973,14465,6,2008-08-24,2014-08-24
27974,14465,7,2014-08-24,2020-08-24
27975,14465,8,2020-08-24,
27976,14466,1,2020-06-24,2023-06-24
27977,14466,2,2023-06-24,
27978,14467,1,2001-09-08,2013-09-08
27979,14467,2,2013-09-08,
27980,14468,4,2021-01-17,2023-01-17
27981,14468,5,2023-01-17,
27982,14469,3,2001-05-03,2007-05-03
27983,14469,4,2007-05-03,2013-05-03
27984,14469,5,2013-05-03,2019-05-03
27985,14469,6,2019-05-03,
27986,14470,1,2022-02-15,
27987,14471,7,2023-08-08,
27988,14472,2,2022-02-25,
27989,14473,3,1996-08-12,2003-08-12
27990,14473,4,2003-08-12,2010-08-12
27991,14473,5,2010-08-12,2017-08-12
27992,14473,6,2017-08-12,
27993,14474,4,2006-06-20,2011-06-20
27994,14474,5,2011-06-20,2016-06-20
27995,14474,6,2016-06-20,2021-06-20
27996,14474,7,2021-06-20,
27997,14475,8,2018-01-21,2022-01-21
27998,14475,9,2022-01-21,
27999,14476,1,2016-10-22,
28000,14477,1,2015-04-02,2020-04-02
28001,14477,2,2020-04-02,
28002,14478,4,2005-10-09,2010-10-09
28003,14478,5,2010-10-09,2015-10-09
28004,14478,6,2015-10-09,2020-10-09
28005,14478,7,2020-10-09,
28006,14479,3,2016-11-22,2019-11-22
28007,14479,4,2019-11-22,2022-11-22
28008,14479,5,2022-11-22,
28009,14480,1,2017-09-27,2021-09-27
28010,14480,2,2021-09-27,
28011,14481,8,2021-06-10,2023-06-10
28012,14481,9,2023-06-10,
28013,14482,6,2026-05-19,
28014,14483,5,2023-02-17,
28015,14484,9,2023-06-08,
28016,14485,5,2015-02-06,2018-02-06
28017,14485,6,2018-02-06,2021-02-06
28018,14485,7,2021-02-06,
28019,14486,4,2021-01-10,2023-01-10
28020,14486,5,2023-01-10,
28021,14487,9,2023-09-24,
28022,14488,3,1992-12-19,2000-12-19
28023,14488,4,2000-12-19,2008-12-19
28024,14488,5,2008-12-19,2016-12-19
28025,14488,6,2016-12-19,
28026,14489,1,2005-05-13,2015-05-13
28027,14489,2,2015-05-13,
28028,14490,5,2004-05-22,2009-05-22
28029,14490,6,2009-05-22,2014-05-22
28030,14490,7,2014-05-22,2019-05-22
28031,14490,8,2019-05-22,
28032,14491,1,2026-04-19,
28033,14492,5,2008-07-12,2014-07-12
28034,14492,6,2014-07-12,2020-07-12
28035,14492,7,2020-07-12,
28036,14493,6,2017-06-20,2021-06-20
28037,14493,7,2021-06-20,
28038,14494,7,2026-04-11,
28039,14495,6,2010-04-06,2015-04-06
28040,14495,7,2015-04-06,2020-04-06
28041,14495,8,2020-04-06,
28042,14496,4,2006-09-28,2011-09-28
28043,14496,5,2011-09-28,2016-09-28
28044,14496,6,2016-09-28,2021-09-28
28045,14496,7,2021-09-28,
28046,14497,6,2023-08-26,
28047,14498,5,2005-06-25,2010-06-25
28048,14498,6,2010-06-25,2015-06-25
28049,14498,7,2015-06-25,2020-06-25
28050,14498,8,2020-06-25,
28051,14499,8,2019-06-27,2022-06-27
28052,14499,9,2022-06-27,
28053,14500,1,2001-06-08,2013-06-08
28054,14500,2,2013-06-08,
28055,14501,4,2014-02-27,2018-02-27
28056,14501,5,2018-02-27,2022-02-27
28057,14501,6,2022-02-27,
28058,14502,6,2007-02-15,2013-02-15
28059,14502,7,2013-02-15,2019-02-15
28060,14502,8,2019-02-15,
28061,14503,5,2020-05-24,2023-05-24
28062,14503,6,2023-05-24,
28063,14504,1,2018-07-02,
28064,14505,5,2023-07-04,
28065,14506,9,2022-10-27,
28066,14507,1,2011-02-03,
28067,14508,4,2018-05-04,2022-05-04
28068,14508,5,2022-05-04,
28069,14509,1,2013-10-11,2019-10-11
28070,14509,2,2019-10-11,
28071,14510,1,2026-07-13,
28072,14511,2,1995-10-11,2002-10-11
28073,14511,3,2002-10-11,2009-10-11
28074,14511,4,2009-10-11,2016-10-11
28075,14511,5,2016-10-11,
28076,14512,6,2021-04-06,2023-04-06
28077,14512,7,2023-04-06,
28078,14513,2,1995-06-05,2002-06-05
28079,14513,3,2002-06-05,2009-06-05
28080,14513,4,2009-06-05,2016-06-05
28081,14513,5,2016-06-05,
28082,14514,7,2012-06-27,2016-06-27
28083,14514,8,2016-06-27,2020-06-27
28084,14514,9,2020-06-27,
28085,14515,1,1998-07-28,
28086,14516,5,2005-06-09,2010-06-09
28087,14516,6,2010-06-09,2015-06-09
28088,14516,7,2015-06-09,2020-06-09
28089,14516,8,2020-06-09,
28090,14517,1,2017-12-25,
28091,14518,1,1990-06-14,
28092,14519,8,2019-09-21,2022-09-21
28093,14519,9,2022-09-21,
28094,14520,6,2013-01-15,2017-01-15
28095,14520,7,2017-01-15,2021-01-15
28096,14520,8,2021-01-15,
28097,14521,6,2013-07-02,2017-07-02
28098,14521,7,2017-07-02,2021-07-02
28099,14521,8,2021-07-02,
28100,14522,1,2017-07-23,
